"","gender","event","medal","abb","country","grp_id","type","year","guide"
"1963","Women","400 m T13","Silver","GRE",NA,NA,"Athletics",2004,NA
"1964","Women","400 m T13","Bronze","RSA",NA,NA,"Athletics",2004,NA
"1965","Women","400 m T38","Gold","AUS",NA,NA,"Athletics",2004,NA
"1966","Women","400 m T38","Silver","CHN",NA,NA,"Athletics",2004,NA
"1967","Women","400 m T38","Bronze","UKR",NA,NA,"Athletics",2004,NA
"1968","Women","400 m T46","Gold","BOT",NA,NA,"Athletics",2004,NA
"1969","Women","400 m T46","Silver","POL",NA,NA,"Athletics",2004,NA
"1970","Women","400 m T46","Bronze","POL",NA,NA,"Athletics",2004,NA
"1971","Women","400 m T52","Gold","CAN",NA,NA,"Athletics",2004,NA
"1972","Women","400 m T52","Silver","MEX",NA,NA,"Athletics",2004,NA
"1973","Women","400 m T52","Bronze","MEX",NA,NA,"Athletics",2004,NA
"1974","Women","400 m T53","Gold","GBR",NA,NA,"Athletics",2004,NA
"1975","Women","400 m T53","Silver","SWE",NA,NA,"Athletics",2004,NA
"1976","Women","400 m T53","Bronze","ITA",NA,NA,"Athletics",2004,NA
"1977","Women","400 m T54","Gold","CAN",NA,NA,"Athletics",2004,NA
"1978","Women","400 m T54","Silver","AUS",NA,NA,"Athletics",2004,NA
"1979","Women","400 m T54","Bronze","CAN",NA,NA,"Athletics",2004,NA
"1980","Women","800 m T12","Gold","FRA",NA,NA,"Athletics",2004,NA
"1981","Women","800 m T12","Silver","RUS",NA,NA,"Athletics",2004,NA
"1982","Women","800 m T12","Bronze","RUS",NA,NA,"Athletics",2004,NA
"1983","Women","800 m T53","Gold","USA",NA,NA,"Athletics",2004,NA
"1984","Women","800 m T53","Silver","ITA",NA,NA,"Athletics",2004,NA
"1985","Women","800 m T53","Bronze","SWE",NA,NA,"Athletics",2004,NA
"1986","Women","800 m T54","Gold","CAN",NA,NA,"Athletics",2004,NA
"1987","Women","800 m T54","Silver","AUS",NA,NA,"Athletics",2004,NA
"1988","Women","800 m T54","Bronze","CAN",NA,NA,"Athletics",2004,NA
"1989","Women","1500 m T12","Gold","RUS",NA,NA,"Athletics",2004,NA
"1990","Women","1500 m T12","Silver","KEN",NA,NA,"Athletics",2004,NA
"1991","Women","1500 m T12","Bronze","RUS",NA,NA,"Athletics",2004,NA
"1992","Women","1500 m T54","Gold","CAN",NA,NA,"Athletics",2004,NA
"1993","Women","1500 m T54","Silver","SUI",NA,NA,"Athletics",2004,NA
"1994","Women","1500 m T54","Bronze","CAN",NA,NA,"Athletics",2004,NA
"1995","Women","5000 m T54","Gold","JPN",NA,NA,"Athletics",2004,NA
"1996","Women","5000 m T54","Silver","SUI",NA,NA,"Athletics",2004,NA
"1997","Women","5000 m T54","Bronze","USA",NA,NA,"Athletics",2004,NA
"1998","Women","Marathon T54","Gold","JPN",NA,NA,"Athletics",2004,NA
"1999","Women","Marathon T54","Silver","JPN",NA,NA,"Athletics",2004,NA
"2000","Women","Marathon T54","Bronze","USA",NA,NA,"Athletics",2004,NA
"2001","Women","Long Jump F12","Gold","BLR",NA,NA,"Athletics",2004,NA
"2002","Women","Long Jump F12","Silver","ESP",NA,NA,"Athletics",2004,NA
"2003","Women","Long Jump F12","Bronze","BLR",NA,NA,"Athletics",2004,NA
"2004","Women","Long Jump F13","Gold","CUB",NA,NA,"Athletics",2004,NA
"2005","Women","Long Jump F13","Silver","GRE",NA,NA,"Athletics",2004,NA
"2006","Women","Long Jump F13","Bronze","BLR",NA,NA,"Athletics",2004,NA
"2007","Women","Long Jump F42","Gold","CHN",NA,NA,"Athletics",2004,NA
"2008","Women","Long Jump F42","Silver","GER",NA,NA,"Athletics",2004,NA
"2009","Women","Long Jump F42","Bronze","MEX",NA,NA,"Athletics",2004,NA
"2010","Women","Long Jump F44/46","Gold","AUT",NA,NA,"Athletics",2004,NA
"2011","Women","Long Jump F44/46","Silver","CHN",NA,NA,"Athletics",2004,NA
"2012","Women","Long Jump F44/46","Bronze","USA",NA,NA,"Athletics",2004,NA
"2013","Women","Shot Put F12","Gold","BLR",NA,NA,"Athletics",2004,NA
"2014","Women","Shot Put F12","Silver","CHN",NA,NA,"Athletics",2004,NA
"2015","Women","Shot Put F12","Bronze","AUS",NA,NA,"Athletics",2004,NA
"2016","Women","Shot Put F35/36","Gold","CZE",NA,NA,"Athletics",2004,NA
"2017","Women","Shot Put F35/36","Silver","POL",NA,NA,"Athletics",2004,NA
"2018","Women","Shot Put F35/36","Bronze","UKR",NA,NA,"Athletics",2004,NA
"2019","Women","Shot Put F37/38","Gold","LTU",NA,NA,"Athletics",2004,NA
"2020","Women","Shot Put F37/38","Silver","CZE",NA,NA,"Athletics",2004,NA
"2021","Women","Shot Put F37/38","Bronze","CZE",NA,NA,"Athletics",2004,NA
"2022","Women","Shot Put F40","Gold","TUN",NA,NA,"Athletics",2004,NA
"2023","Women","Shot Put F40","Silver","MAR",NA,NA,"Athletics",2004,NA
"2024","Women","Shot Put F40","Bronze","TUN",NA,NA,"Athletics",2004,NA
"2025","Women","Shot Put F42-46","Gold","CHN",NA,NA,"Athletics",2004,NA
"2026","Women","Shot Put F42-46","Silver","MEX",NA,NA,"Athletics",2004,NA
"2027","Women","Shot Put F42-46","Bronze","CUB",NA,NA,"Athletics",2004,NA
"2028","Women","Shot Put F32-34/52/53","Gold","MEX",NA,NA,"Athletics",2004,NA
"2029","Women","Shot Put F32-34/52/53","Silver","UKR",NA,NA,"Athletics",2004,NA
"2030","Women","Shot Put F32-34/52/53","Bronze","KUW",NA,NA,"Athletics",2004,NA
"2031","Women","Shot Put F54/55","Gold","GER",NA,NA,"Athletics",2004,NA
"2032","Women","Shot Put F54/55","Silver","CZE",NA,NA,"Athletics",2004,NA
"2033","Women","Shot Put F54/55","Bronze","SLO",NA,NA,"Athletics",2004,NA
"2034","Women","Shot Put F56-58","Gold","ALG",NA,NA,"Athletics",2004,NA
"2035","Women","Shot Put F56-58","Silver","CHN",NA,NA,"Athletics",2004,NA
"2036","Women","Shot Put F56-58","Bronze","GER",NA,NA,"Athletics",2004,NA
"2037","Women","Discus Throw F13","Gold","CHN",NA,NA,"Athletics",2004,NA
"2038","Women","Discus Throw F13","Silver","BLR",NA,NA,"Athletics",2004,NA
"2039","Women","Discus Throw F13","Bronze","CAN",NA,NA,"Athletics",2004,NA
"2040","Women","Discus Throw F37","Gold","CHN",NA,NA,"Athletics",2004,NA
"2041","Women","Discus Throw F37","Silver","AUS",NA,NA,"Athletics",2004,NA
"2042","Women","Discus Throw F37","Bronze","TUN",NA,NA,"Athletics",2004,NA
"2043","Women","Discus Throw F35/36/38","Gold","CZE",NA,NA,"Athletics",2004,NA
"2044","Women","Discus Throw F35/36/38","Silver","CHN",NA,NA,"Athletics",2004,NA
"2045","Women","Discus Throw F35/36/38","Bronze","POL",NA,NA,"Athletics",2004,NA
"2046","Women","Discus Throw F40","Gold","TUN",NA,NA,"Athletics",2004,NA
"2047","Women","Discus Throw F40","Silver","TUN",NA,NA,"Athletics",2004,NA
"2048","Women","Discus Throw F40","Bronze","USA",NA,NA,"Athletics",2004,NA
"2049","Women","Discus Throw F42-46","Gold","CHN",NA,NA,"Athletics",2004,NA
"2050","Women","Discus Throw F42-46","Silver","GER",NA,NA,"Athletics",2004,NA
"2051","Women","Discus Throw F42-46","Bronze","CRO",NA,NA,"Athletics",2004,NA
"2052","Women","Discus Throw F32-34/51-53","Gold","CZE",NA,NA,"Athletics",2004,NA
"2053","Women","Discus Throw F32-34/51-53","Silver","JPN",NA,NA,"Athletics",2004,NA
"2054","Women","Discus Throw F32-34/51-53","Bronze","KUW",NA,NA,"Athletics",2004,NA
"2055","Women","Discus Throw F54/55","Gold","CHN",NA,NA,"Athletics",2004,NA
"2056","Women","Discus Throw F54/55","Silver","GER",NA,NA,"Athletics",2004,NA
"2057","Women","Discus Throw F54/55","Bronze","CHN",NA,NA,"Athletics",2004,NA
"2058","Women","Discus Throw F56-58","Gold","BRA",NA,NA,"Athletics",2004,NA
"2059","Women","Discus Throw F56-58","Silver","CHN",NA,NA,"Athletics",2004,NA
"2060","Women","Discus Throw F56-58","Bronze","IRI",NA,NA,"Athletics",2004,NA
"2061","Women","Javelin F35-38","Gold","POL",NA,NA,"Athletics",2004,NA
"2062","Women","Javelin F35-38","Silver","CZE",NA,NA,"Athletics",2004,NA
"2063","Women","Javelin F35-38","Bronze","RSA",NA,NA,"Athletics",2004,NA
"2064","Women","Javelin F40","Gold","TUN",NA,NA,"Athletics",2004,NA
"2065","Women","Javelin F40","Silver","TUN",NA,NA,"Athletics",2004,NA
"2066","Women","Javelin F40","Bronze","USA",NA,NA,"Athletics",2004,NA
"2067","Women","Javelin F42-46","Gold","FIN",NA,NA,"Athletics",2004,NA
"2068","Women","Javelin F42-46","Silver","RUS",NA,NA,"Athletics",2004,NA
"2069","Women","Javelin F42-46","Bronze","GER",NA,NA,"Athletics",2004,NA
"2070","Women","Javelin F33/34/52/53","Gold","MEX",NA,NA,"Athletics",2004,NA
"2071","Women","Javelin F33/34/52/53","Silver","MEX",NA,NA,"Athletics",2004,NA
"2072","Women","Javelin F33/34/52/53","Bronze","FIN",NA,NA,"Athletics",2004,NA
"2073","Women","Javelin F54/55","Gold","RSA",NA,NA,"Athletics",2004,NA
"2074","Women","Javelin F54/55","Silver","SLO",NA,NA,"Athletics",2004,NA
"2075","Women","Javelin F54/55","Bronze","CHN",NA,NA,"Athletics",2004,NA
"2076","Women","Javelin F56-58","Gold","ALG",NA,NA,"Athletics",2004,NA
"2077","Women","Javelin F56-58","Silver","NGR",NA,NA,"Athletics",2004,NA
"2078","Women","Javelin F56-58","Bronze","EGY",NA,NA,"Athletics",2004,NA
"2079","Women","100 m T11","Gold","CHN",NA,NA,"Athletics",2008,NA
"2080","Women","100 m T11","Silver","BRA",NA,NA,"Athletics",2008,NA
"2081","Women","100 m T11","Bronze","BRA",NA,NA,"Athletics",2008,NA
"2082","Women","100 m T12","Gold","UKR",NA,NA,"Athletics",2008,NA
"2083","Women","100 m T12","Silver","GBR",NA,NA,"Athletics",2008,NA
"2084","Women","100 m T12","Bronze","ESP",NA,NA,"Athletics",2008,NA
"2085","Women","100 m T13","Gold","MAR",NA,NA,"Athletics",2008,NA
"2086","Women","100 m T13","Silver","RSA",NA,NA,"Athletics",2008,NA
"2087","Women","100 m T13","Bronze","GRE",NA,NA,"Athletics",2008,NA
"2088","Women","100 m T36","Gold","CHN",NA,NA,"Athletics",2008,NA
"2089","Women","100 m T36","Silver","GER",NA,NA,"Athletics",2008,NA
"2090","Women","100 m T36","Bronze","GBR",NA,NA,"Athletics",2008,NA
"2091","Women","100 m T37","Gold","AUS",NA,NA,"Athletics",2008,NA
"2092","Women","100 m T37","Silver","UKR",NA,NA,"Athletics",2008,NA
"2093","Women","100 m T37","Bronze","GER",NA,NA,"Athletics",2008,NA
"2094","Women","100 m T38","Gold","UKR",NA,NA,"Athletics",2008,NA
"2095","Women","100 m T38","Silver","TUN",NA,NA,"Athletics",2008,NA
"2096","Women","100 m T38","Bronze","RUS",NA,NA,"Athletics",2008,NA
"2097","Women","100 m T42","Gold","MEX",NA,NA,"Athletics",2008,NA
"2098","Women","100 m T42","Silver","NED",NA,NA,"Athletics",2008,NA
"2099","Women","100 m T42","Bronze","AUS",NA,NA,"Athletics",2008,NA
"2100","Women","100 m T44","Gold","USA",NA,NA,"Athletics",2008,NA
"2101","Women","100 m T44","Silver","FRA",NA,NA,"Athletics",2008,NA
"2102","Women","100 m T44","Bronze","CHN",NA,NA,"Athletics",2008,NA
"2103","Women","100 m T46","Gold","CUB",NA,NA,"Athletics",2008,NA
"2104","Women","100 m T46","Silver","RUS",NA,NA,"Athletics",2008,NA
"2105","Women","100 m T46","Bronze","POL",NA,NA,"Athletics",2008,NA
"2106","Women","100 m T52","Gold","CAN",NA,NA,"Athletics",2008,NA
"2107","Women","100 m T52","Silver","JPN",NA,NA,"Athletics",2008,NA
"2108","Women","100 m T52","Bronze","JPN",NA,NA,"Athletics",2008,NA
"2109","Women","100 m T53","Gold","CHN",NA,NA,"Athletics",2008,NA
"2110","Women","100 m T53","Silver","USA",NA,NA,"Athletics",2008,NA
"2111","Women","100 m T53","Bronze","CAN",NA,NA,"Athletics",2008,NA
"2112","Women","100 m T54","Gold","CAN",NA,NA,"Athletics",2008,NA
"2113","Women","100 m T54","Silver","CHN",NA,NA,"Athletics",2008,NA
"2114","Women","100 m T54","Bronze","CHN",NA,NA,"Athletics",2008,NA
"2115","Women","200 m T11","Gold","BRA",NA,NA,"Athletics",2008,NA
"2116","Women","200 m T11","Silver","CHN",NA,NA,"Athletics",2008,NA
"2117","Women","200 m T11","Bronze","BRA",NA,NA,"Athletics",2008,NA
"2118","Women","200 m T12","Gold","FRA",NA,NA,"Athletics",2008,NA
"2119","Women","200 m T12","Silver","UKR",NA,NA,"Athletics",2008,NA
"2120","Women","200 m T12","Bronze","ESP",NA,NA,"Athletics",2008,NA
"2121","Women","200 m T13","Gold","MAR",NA,NA,"Athletics",2008,NA
"2122","Women","200 m T13","Silver","FRA",NA,NA,"Athletics",2008,NA
"2123","Women","200 m T13","Bronze","GRE",NA,NA,"Athletics",2008,NA
"2124","Women","200 m T36","Gold","CHN",NA,NA,"Athletics",2008,NA
"2125","Women","200 m T36","Silver","GER",NA,NA,"Athletics",2008,NA
"2126","Women","200 m T36","Bronze","GBR",NA,NA,"Athletics",2008,NA
"2127","Women","200 m T37","Gold","AUS",NA,NA,"Athletics",2008,NA
"2128","Women","200 m T37","Silver","UKR",NA,NA,"Athletics",2008,NA
"2129","Women","200 m T37","Bronze","GER",NA,NA,"Athletics",2008,NA
"2130","Women","200 m T38","Gold","UKR",NA,NA,"Athletics",2008,NA
"2131","Women","200 m T38","Silver","TUN",NA,NA,"Athletics",2008,NA
"2132","Women","200 m T38","Bronze","RUS",NA,NA,"Athletics",2008,NA
"2133","Women","200 m T44","Gold","GER",NA,NA,"Athletics",2008,NA
"2134","Women","200 m T44","Silver","NZL",NA,NA,"Athletics",2008,NA
"2135","Women","200 m T44","Bronze","CAN",NA,NA,"Athletics",2008,NA
"2136","Women","200 m T46","Gold","CUB",NA,NA,"Athletics",2008,NA
"2137","Women","200 m T46","Silver","POL",NA,NA,"Athletics",2008,NA
"2138","Women","200 m T46","Bronze","AUS",NA,NA,"Athletics",2008,NA
"2139","Women","200 m T52","Gold","CAN",NA,NA,"Athletics",2008,NA
"2140","Women","200 m T52","Silver","JPN",NA,NA,"Athletics",2008,NA
"2141","Women","200 m T52","Bronze","SUI",NA,NA,"Athletics",2008,NA
"2142","Women","200 m T53","Gold","CHN",NA,NA,"Athletics",2008,NA
"2143","Women","200 m T53","Silver","USA",NA,NA,"Athletics",2008,NA
"2144","Women","200 m T53","Bronze","CHN",NA,NA,"Athletics",2008,NA
"2145","Women","200 m T54","Gold","CAN",NA,NA,"Athletics",2008,NA
"2146","Women","200 m T54","Silver","USA",NA,NA,"Athletics",2008,NA
"2147","Women","200 m T54","Bronze","SUI",NA,NA,"Athletics",2008,NA
"2148","Women","400 m T12","Gold","FRA",NA,NA,"Athletics",2008,NA
"2149","Women","400 m T12","Silver","UKR",NA,NA,"Athletics",2008,NA
"2150","Women","400 m T12","Bronze","BRA",NA,NA,"Athletics",2008,NA
"2151","Women","400 m T13","Gold","MAR",NA,NA,"Athletics",2008,NA
"2152","Women","400 m T13","Silver","GRE",NA,NA,"Athletics",2008,NA
"2153","Women","400 m T13","Bronze","FRA",NA,NA,"Athletics",2008,NA
"2154","Women","400 m T53","Gold","USA",NA,NA,"Athletics",2008,NA
"2155","Women","400 m T53","Silver","CHN",NA,NA,"Athletics",2008,NA
"2156","Women","400 m T53","Bronze","USA",NA,NA,"Athletics",2008,NA
"2157","Women","400 m T54","Gold","CAN",NA,NA,"Athletics",2008,NA
"2158","Women","400 m T54","Silver","USA",NA,NA,"Athletics",2008,NA
"2159","Women","400 m T54","Bronze","CAN",NA,NA,"Athletics",2008,NA
"2160","Women","800 m T12/13","Gold","TUN",NA,NA,"Athletics",2008,NA
"2161","Women","800 m T12/13","Silver","FRA",NA,NA,"Athletics",2008,NA
"2162","Women","800 m T12/13","Bronze","RUS",NA,NA,"Athletics",2008,NA
"2163","Women","800 m T53","Gold","CHN",NA,NA,"Athletics",2008,NA
"2164","Women","800 m T53","Silver","USA",NA,NA,"Athletics",2008,NA
"2165","Women","800 m T53","Bronze","USA",NA,NA,"Athletics",2008,NA
"2166","Women","800 m T54","Gold","CAN",NA,NA,"Athletics",2008,NA
"2167","Women","800 m T54","Silver","USA",NA,NA,"Athletics",2008,NA
"2168","Women","800 m T54","Bronze","CAN",NA,NA,"Athletics",2008,NA
"2169","Women","1500 m T13","Gold","TUN",NA,NA,"Athletics",2008,NA
"2170","Women","1500 m T13","Silver","FRA",NA,NA,"Athletics",2008,NA
"2171","Women","1500 m T13","Bronze","RUS",NA,NA,"Athletics",2008,NA
"2172","Women","1500 m T54","Gold","CAN",NA,NA,"Athletics",2008,NA
"2173","Women","1500 m T54","Silver","GBR",NA,NA,"Athletics",2008,NA
"2174","Women","1500 m T54","Bronze","SUI",NA,NA,"Athletics",2008,NA
"2175","Women","5000 m T54","Gold","USA",NA,NA,"Athletics",2008,NA
"2176","Women","5000 m T54","Silver","CAN",NA,NA,"Athletics",2008,NA
"2177","Women","5000 m T54","Bronze","GBR",NA,NA,"Athletics",2008,NA
"2178","Women","Marathon T54","Gold","SUI",NA,NA,"Athletics",2008,NA
"2179","Women","Marathon T54","Silver","USA",NA,NA,"Athletics",2008,NA
"2180","Women","Marathon T54","Bronze","SUI",NA,NA,"Athletics",2008,NA
"2181","Women","Long Jump F12","Gold","UKR",NA,NA,"Athletics",2008,NA
"2182","Women","Long Jump F12","Silver","BLR",NA,NA,"Athletics",2008,NA
"2183","Women","Long Jump F12","Bronze","CHN",NA,NA,"Athletics",2008,NA
"2184","Women","Long Jump F13","Gold","RSA",NA,NA,"Athletics",2008,NA
"2185","Women","Long Jump F13","Silver","GRE",NA,NA,"Athletics",2008,NA
"2186","Women","Long Jump F13","Bronze","UKR",NA,NA,"Athletics",2008,NA
"2187","Women","Long Jump F42","Gold","AUS",NA,NA,"Athletics",2008,NA
"2188","Women","Long Jump F42","Silver","NED",NA,NA,"Athletics",2008,NA
"2189","Women","Long Jump F42","Bronze","POL",NA,NA,"Athletics",2008,NA
"2190","Women","Long Jump F44","Gold","AUT",NA,NA,"Athletics",2008,NA
"2191","Women","Long Jump F44","Silver","FRA",NA,NA,"Athletics",2008,NA
"2192","Women","Long Jump F44","Bronze","GER",NA,NA,"Athletics",2008,NA
"2193","Women","Shot Put F12/13","Gold","CHN",NA,NA,"Athletics",2008,NA
"2194","Women","Shot Put F12/13","Silver","BLR",NA,NA,"Athletics",2008,NA
"2195","Women","Shot Put F12/13","Bronze","AUS",NA,NA,"Athletics",2008,NA
"2196","Women","Shot Put F35/36","Gold","UKR",NA,NA,"Athletics",2008,NA
"2197","Women","Shot Put F35/36","Silver","CHN",NA,NA,"Athletics",2008,NA
"2198","Women","Shot Put F35/36","Bronze","POL",NA,NA,"Athletics",2008,NA
"2199","Women","Shot Put F37/38","Gold","CHN",NA,NA,"Athletics",2008,NA
"2200","Women","Shot Put F37/38","Silver","LTU",NA,NA,"Athletics",2008,NA
"2201","Women","Shot Put F37/38","Bronze","CZE",NA,NA,"Athletics",2008,NA
"2202","Women","Shot Put F40","Gold","TUN",NA,NA,"Athletics",2008,NA
"2203","Women","Shot Put F40","Silver","CHN",NA,NA,"Athletics",2008,NA
"2204","Women","Shot Put F40","Bronze","MAR",NA,NA,"Athletics",2008,NA
"2205","Women","Shot Put F42-46","Gold","CHN",NA,NA,"Athletics",2008,NA
"2206","Women","Shot Put F42-46","Silver","CHN",NA,NA,"Athletics",2008,NA
"2207","Women","Shot Put F42-46","Bronze","GER",NA,NA,"Athletics",2008,NA
"2208","Women","Shot Put F32-34/52/53","Gold","CRO",NA,NA,"Athletics",2008,NA
"2209","Women","Shot Put F32-34/52/53","Silver","GER",NA,NA,"Athletics",2008,NA
"2210","Women","Shot Put F32-34/52/53","Bronze","GRE",NA,NA,"Athletics",2008,NA
"2211","Women","Shot Put F54-56","Gold","CZE",NA,NA,"Athletics",2008,NA
"2212","Women","Shot Put F54-56","Silver","GER",NA,NA,"Athletics",2008,NA
"2213","Women","Shot Put F54-56","Bronze","GER",NA,NA,"Athletics",2008,NA
"2214","Women","Shot Put F57/58","Gold","NGR",NA,NA,"Athletics",2008,NA
"2215","Women","Shot Put F57/58","Silver","MEX",NA,NA,"Athletics",2008,NA
"2216","Women","Shot Put F57/58","Bronze","ALG",NA,NA,"Athletics",2008,NA
"2217","Women","Discus Throw F12/13","Gold","BLR",NA,NA,"Athletics",2008,NA
"2218","Women","Discus Throw F12/13","Silver","CHN",NA,NA,"Athletics",2008,NA
"2219","Women","Discus Throw F12/13","Bronze","ARG",NA,NA,"Athletics",2008,NA
"2220","Women","Discus Throw F35/36","Gold","CHN",NA,NA,"Athletics",2008,NA
"2221","Women","Discus Throw F35/36","Silver","AUS",NA,NA,"Athletics",2008,NA
"2222","Women","Discus Throw F35/36","Bronze","UKR",NA,NA,"Athletics",2008,NA
"2223","Women","Discus Throw F37/38","Gold","CHN",NA,NA,"Athletics",2008,NA
"2224","Women","Discus Throw F37/38","Silver","AUS",NA,NA,"Athletics",2008,NA
"2225","Women","Discus Throw F37/38","Bronze","CHN",NA,NA,"Athletics",2008,NA
"2226","Women","Discus Throw F40","Gold","CHN",NA,NA,"Athletics",2008,NA
"2227","Women","Discus Throw F40","Silver","TUN",NA,NA,"Athletics",2008,NA
"2228","Women","Discus Throw F40","Bronze","MAR",NA,NA,"Athletics",2008,NA
"2229","Women","Discus Throw F42-46","Gold","CHN",NA,NA,"Athletics",2008,NA
"2230","Women","Discus Throw F42-46","Silver","CHN",NA,NA,"Athletics",2008,NA
"2231","Women","Discus Throw F42-46","Bronze","CHN",NA,NA,"Athletics",2008,NA
"2232","Women","Discus Throw F32-34/51-53","Gold","UKR",NA,NA,"Athletics",2008,NA
"2233","Women","Discus Throw F32-34/51-53","Silver","GER",NA,NA,"Athletics",2008,NA
"2234","Women","Discus Throw F32-34/51-53","Bronze","TUN",NA,NA,"Athletics",2008,NA
"2235","Women","Discus Throw F54-56","Gold","GER",NA,NA,"Athletics",2008,NA
"2236","Women","Discus Throw F54-56","Silver","CHN",NA,NA,"Athletics",2008,NA
"2237","Women","Discus Throw F54-56","Bronze","CZE",NA,NA,"Athletics",2008,NA
"2238","Women","Discus Throw F57/58","Gold","NGR",NA,NA,"Athletics",2008,NA
"2239","Women","Discus Throw F57/58","Silver","BUL",NA,NA,"Athletics",2008,NA
"2240","Women","Discus Throw F57/58","Bronze","ALG",NA,NA,"Athletics",2008,NA
"2241","Women","Javelin F35-38","Gold","CHN",NA,NA,"Athletics",2008,NA
"2242","Women","Javelin F35-38","Silver","BRA",NA,NA,"Athletics",2008,NA
"2243","Women","Javelin F35-38","Bronze","POL",NA,NA,"Athletics",2008,NA
"2244","Women","Javelin F42-46","Gold","CHN",NA,NA,"Athletics",2008,NA
"2245","Women","Javelin F42-46","Silver","GER",NA,NA,"Athletics",2008,NA
"2246","Women","Javelin F42-46","Bronze","AUS",NA,NA,"Athletics",2008,NA
"2247","Women","Javelin F33/34/52/53","Gold","CRO",NA,NA,"Athletics",2008,NA
"2248","Women","Javelin F33/34/52/53","Silver","ALG",NA,NA,"Athletics",2008,NA
"2249","Women","Javelin F33/34/52/53","Bronze","GER",NA,NA,"Athletics",2008,NA
"2250","Women","Javelin F54-56","Gold","GER",NA,NA,"Athletics",2008,NA
"2251","Women","Javelin F54-56","Silver","TUN",NA,NA,"Athletics",2008,NA
"2252","Women","Javelin F54-56","Bronze","BUL",NA,NA,"Athletics",2008,NA
"2253","Women","Javelin F57/58","Gold","CHN",NA,NA,"Athletics",2008,NA
"2254","Women","Javelin F57/58","Silver","KEN",NA,NA,"Athletics",2008,NA
"2255","Women","Javelin F57/58","Bronze","MEX",NA,NA,"Athletics",2008,NA
"2256","Women","4x100 m T53/54","Gold","CHN","China",5,"Athletics",2008,NA
"2257","Women","4x100 m T53/54","Gold","CHN","China",6,"Athletics",2008,NA
"2258","Women","4x100 m T53/54","Gold","CHN","China",7,"Athletics",2008,NA
"2259","Women","4x100 m T53/54","Gold","CHN","China",8,"Athletics",2008,NA
"2260","Women","4x100 m T53/54","Silver","AUS","Australia",2,"Athletics",2008,NA
"2261","Women","4x100 m T53/54","Silver","AUS","Australia",3,"Athletics",2008,NA
"2262","Women","4x100 m T53/54","Silver","AUS","Australia",4,"Athletics",2008,NA
"2263","Women","4x100 m T53/54","Bronze","USA","United States of America",2,"Athletics",2008,NA
"2264","Women","4x100 m T53/54","Bronze","USA","United States of America",3,"Athletics",2008,NA
"2265","Women","4x100 m T53/54","Bronze","USA","United States of America",4,"Athletics",2008,NA
"2266","Women","100 m T11","Gold","BRA",NA,NA,"Athletics",2012,NA
"2267","Women","100 m T11","Silver","BRA",NA,NA,"Athletics",2012,NA
"2268","Women","100 m T11","Bronze","BRA",NA,NA,"Athletics",2012,NA
"2269","Women","100 m T12","Gold","CHN",NA,NA,"Athletics",2012,NA
"2270","Women","100 m T12","Silver","GBR",NA,NA,"Athletics",2012,NA
"2271","Women","100 m T12","Bronze","UKR",NA,NA,"Athletics",2012,NA
"2272","Women","100 m T13","Gold","CUB",NA,NA,"Athletics",2012,NA
"2273","Women","100 m T13","Silver","RSA",NA,NA,"Athletics",2012,NA
"2274","Women","100 m T13","Bronze","FRA",NA,NA,"Athletics",2012,NA
"2275","Women","100 m T34","Gold","GBR",NA,NA,"Athletics",2012,NA
"2276","Women","100 m T34","Silver","NED",NA,NA,"Athletics",2012,NA
"2277","Women","100 m T34","Bronze","AUS",NA,NA,"Athletics",2012,NA
"2278","Women","100 m T35","Gold","CHN",NA,NA,"Athletics",2012,NA
"2279","Women","100 m T35","Silver","ITA",NA,NA,"Athletics",2012,NA
"2280","Women","100 m T35","Bronze","CAN",NA,NA,"Athletics",2012,NA
"2281","Women","100 m T36","Gold","RUS",NA,NA,"Athletics",2012,NA
"2282","Women","100 m T36","Silver","KOR",NA,NA,"Athletics",2012,NA
"2283","Women","100 m T36","Bronze","GER",NA,NA,"Athletics",2012,NA
"2284","Women","100 m T37","Gold","FRA",NA,NA,"Athletics",2012,NA
"2285","Women","100 m T37","Silver","NAM",NA,NA,"Athletics",2012,NA
"2286","Women","100 m T37","Bronze","TUN",NA,NA,"Athletics",2012,NA
"2287","Women","100 m T38","Gold","RUS",NA,NA,"Athletics",2012,NA
"2288","Women","100 m T38","Silver","CHN",NA,NA,"Athletics",2012,NA
"2289","Women","100 m T38","Bronze","UKR",NA,NA,"Athletics",2012,NA
"2290","Women","100 m T42","Gold","ITA",NA,NA,"Athletics",2012,NA
"2291","Women","100 m T42","Silver","AUS",NA,NA,"Athletics",2012,NA
"2292","Women","100 m T42","Bronze","GER",NA,NA,"Athletics",2012,NA
"2293","Women","100 m T44","Gold","FRA",NA,NA,"Athletics",2012,NA
"2294","Women","100 m T44","Silver","NED",NA,NA,"Athletics",2012,NA
"2295","Women","100 m T44","Bronze","USA",NA,NA,"Athletics",2012,NA
"2296","Women","100 m T46","Gold","CUB",NA,NA,"Athletics",2012,NA
"2297","Women","100 m T46","Silver","RUS",NA,NA,"Athletics",2012,NA
"2298","Women","100 m T46","Bronze","CHN",NA,NA,"Athletics",2012,NA
"2299","Women","100 m T52","Gold","BEL",NA,NA,"Athletics",2012,NA
"2300","Women","100 m T52","Silver","CAN",NA,NA,"Athletics",2012,NA
"2301","Women","100 m T52","Bronze","USA",NA,NA,"Athletics",2012,NA
