"","gender","event","medal","abb","country","grp_id","type","year","guide"
"1","Women","Double FITA Round Amputee","Gold","NOR",NA,NA,"Archery",1980,NA
"2","Women","Double FITA Round Amputee","Silver","POL",NA,NA,"Archery",1980,NA
"3","Women","Double FITA Round Amputee","Bronze","FRA",NA,NA,"Archery",1980,NA
"4","Women","Double FITA Round Paraplegic","Gold","NZL",NA,NA,"Archery",1980,NA
"5","Women","Double FITA Round Paraplegic","Silver","FIN",NA,NA,"Archery",1980,NA
"6","Women","Double FITA Round Paraplegic","Bronze","FRG",NA,NA,"Archery",1980,NA
"7","Women","Double FITA Round Novice Paraplegic","Gold","JPN",NA,NA,"Archery",1980,NA
"8","Women","Short Metric Round Paraplegic","Gold","AUT",NA,NA,"Archery",1980,NA
"9","Women","Short Metric Round Paraplegic","Silver","GBR",NA,NA,"Archery",1980,NA
"10","Women","Advanced Metric Round Paraplegic","Gold","USA",NA,NA,"Archery",1980,NA
"11","Women","Advanced Metric Round Paraplegic","Silver","NZL",NA,NA,"Archery",1980,NA
"12","Women","Advanced Metric Round Paraplegic","Bronze","GBR",NA,NA,"Archery",1980,NA
"13","Women","Double FITA Round Div. 3","Gold","GBR",NA,NA,"Archery",1984,NA
"14","Women","Double FITA Round Div. 3","Silver","GBR",NA,NA,"Archery",1984,NA
"15","Women","Double FITA Round Integrated","Gold","FRG",NA,NA,"Archery",1984,NA
"16","Women","Double FITA Round Integrated","Silver","BEL",NA,NA,"Archery",1984,NA
"17","Women","Double FITA Round Integrated","Bronze","ITA",NA,NA,"Archery",1984,NA
"18","Women","Double FITA Round Paraplegic","Gold","USA",NA,NA,"Archery",1984,NA
"19","Women","Double FITA Round Paraplegic","Silver","JPN",NA,NA,"Archery",1984,NA
"20","Women","Double FITA Round Paraplegic","Bronze","AUS",NA,NA,"Archery",1984,NA
"21","Women","Double Short Metric Round Paraplegic","Gold","FRA",NA,NA,"Archery",1984,NA
"22","Women","Double Short Metric Round Paraplegic","Silver","AUT",NA,NA,"Archery",1984,NA
"23","Women","Double Short Metric Round Paraplegic","Bronze","GBR",NA,NA,"Archery",1984,NA
"24","Women","Double FITA Round Open","Gold","KOR",NA,NA,"Archery",1988,NA
"25","Women","Double FITA Round Open","Silver","FRG",NA,NA,"Archery",1988,NA
"26","Women","Double FITA Round Open","Bronze","DEN",NA,NA,"Archery",1988,NA
"27","Women","Double FITA Round 2-6","Gold","GBR",NA,NA,"Archery",1988,NA
"28","Women","Double FITA Round 2-6","Silver","FIN",NA,NA,"Archery",1988,NA
"29","Women","Double FITA Round 2-6","Bronze","ITA",NA,NA,"Archery",1988,NA
"30","Women","Double FITA Round Team 2-6","Gold","GBR","Great Britain",2,"Archery",1988,NA
"31","Women","Double FITA Round Team 2-6","Gold","GBR","Great Britain",3,"Archery",1988,NA
"32","Women","Double FITA Round Team 2-6","Silver","FRG","FR Germany",2,"Archery",1988,NA
"33","Women","Double FITA Round Team 2-6","Silver","FRG","FR Germany",3,"Archery",1988,NA
"34","Women","Double FITA Round Team 2-6","Bronze","FIN","Finland",2,"Archery",1988,NA
"35","Women","Double FITA Round Team 2-6","Bronze","FIN","Finland",3,"Archery",1988,NA
"36","Women","Individual AR2","Gold","ITA",NA,NA,"Archery",1992,NA
"37","Women","Individual AR2","Silver","FIN",NA,NA,"Archery",1992,NA
"38","Women","Individual AR2","Bronze","JPN",NA,NA,"Archery",1992,NA
"39","Women","Individual Open","Gold","EUN",NA,NA,"Archery",1992,NA
"40","Women","Individual Open","Silver","SWE",NA,NA,"Archery",1992,NA
"41","Women","Individual Open","Bronze","DEN",NA,NA,"Archery",1992,NA
"42","Women","Individual W2","Gold","JPN",NA,NA,"Archery",1996,NA
"43","Women","Individual W2","Silver","ITA",NA,NA,"Archery",1996,NA
"44","Women","Individual W2","Bronze","ITA",NA,NA,"Archery",1996,NA
"45","Women","Individual Standing","Gold","POL",NA,NA,"Archery",1996,NA
"46","Women","Individual Standing","Silver","GBR",NA,NA,"Archery",1996,NA
"47","Women","Individual Standing","Bronze","FRA",NA,NA,"Archery",1996,NA
"48","Women","Teams Open","Gold","ITA","Italy",2,"Archery",1996,NA
"49","Women","Teams Open","Gold","ITA","Italy",3,"Archery",1996,NA
"50","Women","Teams Open","Silver","JPN","Japan",2,"Archery",1996,NA
"51","Women","Teams Open","Silver","JPN","Japan",3,"Archery",1996,NA
"52","Women","Teams Open","Bronze","GBR","Great Britain",2,"Archery",1996,NA
"53","Women","Teams Open","Bronze","GBR","Great Britain",3,"Archery",1996,NA
"54","Women","Individual W1/W2","Gold","ITA",NA,NA,"Archery",2000,NA
"55","Women","Individual W1/W2","Silver","GBR",NA,NA,"Archery",2000,NA
"56","Women","Individual W1/W2","Bronze","KOR",NA,NA,"Archery",2000,NA
"57","Women","Individual Standing","Gold","GBR",NA,NA,"Archery",2000,NA
"58","Women","Individual Standing","Silver","POL",NA,NA,"Archery",2000,NA
"59","Women","Individual Standing","Bronze","POL",NA,NA,"Archery",2000,NA
"60","Women","Teams Open","Gold","ITA","Italy",4,"Archery",2000,NA
"61","Women","Teams Open","Gold","ITA","Italy",5,"Archery",2000,NA
"62","Women","Teams Open","Gold","ITA","Italy",6,"Archery",2000,NA
"63","Women","Teams Open","Silver","GBR","Great Britain",2,"Archery",2000,NA
"64","Women","Teams Open","Silver","GBR","Great Britain",3,"Archery",2000,NA
"65","Women","Teams Open","Bronze","JPN","Japan",2,"Archery",2000,NA
"66","Women","Teams Open","Bronze","JPN","Japan",3,"Archery",2000,NA
"67","Women","Individual W1/W2","Gold","ITA",NA,NA,"Archery",2004,NA
"68","Women","Individual W1/W2","Silver","JPN",NA,NA,"Archery",2004,NA
"69","Women","Individual W1/W2","Bronze","JPN",NA,NA,"Archery",2004,NA
"70","Women","Individual Standing","Gold","CHN",NA,NA,"Archery",2004,NA
"71","Women","Individual Standing","Silver","THA",NA,NA,"Archery",2004,NA
"72","Women","Individual Standing","Bronze","POL",NA,NA,"Archery",2004,NA
"73","Women","Teams Open","Gold","GBR","Great Britain",2,"Archery",2004,NA
"74","Women","Teams Open","Gold","GBR","Great Britain",3,"Archery",2004,NA
"75","Women","Teams Open","Silver","ITA","Italy",2,"Archery",2004,NA
"76","Women","Teams Open","Silver","ITA","Italy",3,"Archery",2004,NA
"77","Women","Teams Open","Bronze","KOR","Korea",2,"Archery",2004,NA
"78","Women","Teams Open","Bronze","KOR","Korea",3,"Archery",2004,NA
"79","Women","Individual Compound Open","Gold","GBR",NA,NA,"Archery",2008,NA
"80","Women","Individual Compound Open","Silver","JPN",NA,NA,"Archery",2008,NA
"81","Women","Individual Compound Open","Bronze","GBR",NA,NA,"Archery",2008,NA
"82","Women","Individual Recurve W1/W2","Gold","TUR",NA,NA,"Archery",2008,NA
"83","Women","Individual Recurve W1/W2","Silver","CHN",NA,NA,"Archery",2008,NA
"84","Women","Individual Recurve W1/W2","Bronze","CHN",NA,NA,"Archery",2008,NA
"85","Women","Individual Recurve Standing","Gold","KOR",NA,NA,"Archery",2008,NA
"86","Women","Individual Recurve Standing","Silver","CHN",NA,NA,"Archery",2008,NA
"87","Women","Individual Recurve Standing","Bronze","USA",NA,NA,"Archery",2008,NA
"88","Women","Team Recurve Open","Gold","CHN","China",2,"Archery",2008,NA
"89","Women","Team Recurve Open","Gold","CHN","China",3,"Archery",2008,NA
"90","Women","Team Recurve Open","Silver","KOR","Korea",2,"Archery",2008,NA
"91","Women","Team Recurve Open","Silver","KOR","Korea",3,"Archery",2008,NA
"92","Women","Team Recurve Open","Bronze","CZE","Czech Republic",2,"Archery",2008,NA
"93","Women","Team Recurve Open","Bronze","CZE","Czech Republic",3,"Archery",2008,NA
"94","Women","Individual Compound Open","Gold","GBR",NA,NA,"Archery",2012,NA
"95","Women","Individual Compound Open","Silver","GBR",NA,NA,"Archery",2012,NA
"96","Women","Individual Compound Open","Bronze","RUS",NA,NA,"Archery",2012,NA
"97","Women","Individual Recurve W1/W2","Gold","IRI",NA,NA,"Archery",2012,NA
"98","Women","Individual Recurve W1/W2","Silver","ITA",NA,NA,"Archery",2012,NA
"99","Women","Individual Recurve W1/W2","Bronze","CHN",NA,NA,"Archery",2012,NA
"100","Women","Individual Recurve Standing","Gold","CHN",NA,NA,"Archery",2012,NA
"101","Women","Individual Recurve Standing","Silver","KOR",NA,NA,"Archery",2012,NA
"102","Women","Individual Recurve Standing","Bronze","POL",NA,NA,"Archery",2012,NA
"103","Women","Team Recurve Open","Gold","KOR","Korea",2,"Archery",2012,NA
"104","Women","Team Recurve Open","Gold","KOR","Korea",3,"Archery",2012,NA
"105","Women","Team Recurve Open","Silver","CHN","China",2,"Archery",2012,NA
"106","Women","Team Recurve Open","Silver","CHN","China",3,"Archery",2012,NA
"107","Women","Team Recurve Open","Bronze","IRI","Iran",2,"Archery",2012,NA
"108","Women","Team Recurve Open","Bronze","IRI","Iran",3,"Archery",2012,NA
"109","Women","Individual W1","Gold","GBR",NA,NA,"Archery",2016,NA
"110","Women","Individual W1","Silver","GBR",NA,NA,"Archery",2016,NA
"111","Women","Individual W1","Bronze","GBR",NA,NA,"Archery",2016,NA
"112","Women","Individual Compound Open","Gold","CHN",NA,NA,"Archery",2016,NA
"113","Women","Individual Compound Open","Silver","CHN",NA,NA,"Archery",2016,NA
"114","Women","Individual Compound Open","Bronze","KOR",NA,NA,"Archery",2016,NA
"115","Women","Individual Recurve Open","Gold","IRI",NA,NA,"Archery",2016,NA
"116","Women","Individual Recurve Open","Silver","CHN",NA,NA,"Archery",2016,NA
"117","Women","Individual Recurve Open","Bronze","POL",NA,NA,"Archery",2016,NA
"118","Mixed","Team W1","Gold","GBR","Great Britain",2,"Archery",2016,NA
"119","Mixed","Team W1","Silver","KOR","Korea",2,"Archery",2016,NA
"120","Mixed","Team W1","Bronze","CZE","Czech Republic",2,"Archery",2016,NA
"121","Mixed","Team Compound Open","Gold","CHN","China",2,"Archery",2016,NA
"122","Mixed","Team Compound Open","Silver","GBR","Great Britain",2,"Archery",2016,NA
"123","Mixed","Team Compound Open","Bronze","KOR","Korea",2,"Archery",2016,NA
"124","Mixed","Team Recurve Open","Gold","CHN","China",2,"Archery",2016,NA
"125","Mixed","Team Recurve Open","Silver","IRI","Iran",2,"Archery",2016,NA
"126","Mixed","Team Recurve Open","Bronze","ITA","Italy",2,"Archery",2016,NA
"127","Women","60 m 1A","Gold","MEX",NA,NA,"Athletics",1980,NA
"128","Women","60 m 1A","Silver","USA",NA,NA,"Athletics",1980,NA
"129","Women","60 m 1A","Bronze","GBR",NA,NA,"Athletics",1980,NA
"130","Women","60 m 1B","Gold","USA",NA,NA,"Athletics",1980,NA
"131","Women","60 m 1B","Silver","MEX",NA,NA,"Athletics",1980,NA
"132","Women","60 m 1B","Bronze","IRL",NA,NA,"Athletics",1980,NA
"133","Women","60 m 1C","Gold","EGY",NA,NA,"Athletics",1980,NA
"134","Women","60 m 1C","Silver","ITA",NA,NA,"Athletics",1980,NA
"135","Women","60 m 1C","Bronze","USA",NA,NA,"Athletics",1980,NA
"136","Women","60 m A","Gold","USA",NA,NA,"Athletics",1980,NA
"137","Women","60 m A","Silver","USA",NA,NA,"Athletics",1980,NA
"138","Women","60 m A","Bronze","USA",NA,NA,"Athletics",1980,NA
"139","Women","60 m CP C","Gold","FRA",NA,NA,"Athletics",1980,NA
"140","Women","60 m CP C","Silver","USA",NA,NA,"Athletics",1980,NA
"141","Women","60 m CP C","Bronze","USA",NA,NA,"Athletics",1980,NA
"142","Women","60 m CP D","Gold","FRA",NA,NA,"Athletics",1980,NA
"143","Women","60 m CP D","Silver","SUI",NA,NA,"Athletics",1980,NA
"144","Women","60 m CP D","Bronze","FRA",NA,NA,"Athletics",1980,NA
"145","Women","60 m 2","Gold","KUW",NA,NA,"Athletics",1980,NA
"146","Women","60 m 2","Silver","MEX",NA,NA,"Athletics",1980,NA
"147","Women","60 m 2","Bronze","USA",NA,NA,"Athletics",1980,NA
"148","Women","60 m 3","Gold","MEX",NA,NA,"Athletics",1980,NA
"149","Women","60 m 3","Silver","GBR",NA,NA,"Athletics",1980,NA
"150","Women","60 m 3","Bronze","ITA",NA,NA,"Athletics",1980,NA
"151","Women","60 m 4","Gold","USA",NA,NA,"Athletics",1980,NA
"152","Women","60 m 4","Silver","FRA",NA,NA,"Athletics",1980,NA
"153","Women","60 m 4","Bronze","USA",NA,NA,"Athletics",1980,NA
"154","Women","60 m 5","Gold","MEX",NA,NA,"Athletics",1980,NA
"155","Women","60 m 5","Silver","AUS",NA,NA,"Athletics",1980,NA
"156","Women","60 m 5","Bronze","SWE",NA,NA,"Athletics",1980,NA
"157","Women","100 m B","Gold","POL",NA,NA,"Athletics",1980,NA
"158","Women","100 m B","Silver","USA",NA,NA,"Athletics",1980,NA
"159","Women","100 m B","Bronze","ESP",NA,NA,"Athletics",1980,NA
"160","Women","100 m C","Gold","CAN",NA,NA,"Athletics",1980,NA
"161","Women","100 m C","Silver","CAN",NA,NA,"Athletics",1980,NA
"162","Women","100 m C","Bronze","AUS",NA,NA,"Athletics",1980,NA
"163","Women","100 m C1","Gold","POL",NA,NA,"Athletics",1980,NA
"164","Women","100 m D","Gold","USA",NA,NA,"Athletics",1980,NA
"165","Women","100 m D","Silver","USA",NA,NA,"Athletics",1980,NA
"166","Women","100 m D1","Gold","JAM",NA,NA,"Athletics",1980,NA
"167","Women","100 m D1","Silver","POL",NA,NA,"Athletics",1980,NA
"168","Women","100 m D1","Bronze","POL",NA,NA,"Athletics",1980,NA
"169","Women","100 m E","Gold","GBR",NA,NA,"Athletics",1980,NA
"170","Women","100 m E","Silver","FIN",NA,NA,"Athletics",1980,NA
"171","Women","100 m E","Bronze","POL",NA,NA,"Athletics",1980,NA
"172","Women","100 m F","Gold","JPN",NA,NA,"Athletics",1980,NA
"173","Women","100 m F","Silver","POL",NA,NA,"Athletics",1980,NA
"174","Women","100 m F1","Gold","CAN",NA,NA,"Athletics",1980,NA
"175","Women","100 m F1","Silver","ITA",NA,NA,"Athletics",1980,NA
"176","Women","200 m 2","Gold","KUW",NA,NA,"Athletics",1980,NA
"177","Women","200 m 2","Silver","NZL",NA,NA,"Athletics",1980,NA
"178","Women","200 m 2","Bronze","USA",NA,NA,"Athletics",1980,NA
"179","Women","200 m 3","Gold","USA",NA,NA,"Athletics",1980,NA
"180","Women","200 m 3","Silver","MEX",NA,NA,"Athletics",1980,NA
"181","Women","200 m 3","Bronze","USA",NA,NA,"Athletics",1980,NA
"182","Women","400 m A","Gold","USA",NA,NA,"Athletics",1980,NA
"183","Women","400 m A","Silver","ESP",NA,NA,"Athletics",1980,NA
"184","Women","400 m A","Bronze","SWE",NA,NA,"Athletics",1980,NA
"185","Women","400 m B","Gold","FRG",NA,NA,"Athletics",1980,NA
"186","Women","400 m B","Silver","USA",NA,NA,"Athletics",1980,NA
"187","Women","400 m B","Bronze","USA",NA,NA,"Athletics",1980,NA
"188","Women","400 m C1","Gold","POL",NA,NA,"Athletics",1980,NA
"189","Women","400 m CP C","Gold","FRA",NA,NA,"Athletics",1980,NA
"190","Women","400 m CP C","Silver","FRA",NA,NA,"Athletics",1980,NA
"191","Women","400 m CP C","Bronze","USA",NA,NA,"Athletics",1980,NA
"192","Women","400 m CP D","Gold","FRA",NA,NA,"Athletics",1980,NA
"193","Women","400 m CP D","Silver","FRA",NA,NA,"Athletics",1980,NA
"194","Women","400 m CP D","Bronze","USA",NA,NA,"Athletics",1980,NA
"195","Women","400 m D","Gold","USA",NA,NA,"Athletics",1980,NA
"196","Women","400 m E","Gold","GBR",NA,NA,"Athletics",1980,NA
"197","Women","400 m E","Silver","FIN",NA,NA,"Athletics",1980,NA
"198","Women","400 m F1","Gold","CAN",NA,NA,"Athletics",1980,NA
"199","Women","400 m F1","Silver","FRG",NA,NA,"Athletics",1980,NA
"200","Women","400 m F1","Bronze","FRG",NA,NA,"Athletics",1980,NA
"201","Women","400 m 2","Gold","USA",NA,NA,"Athletics",1980,NA
"202","Women","400 m 2","Silver","SUI",NA,NA,"Athletics",1980,NA
"203","Women","400 m 2","Bronze","NZL",NA,NA,"Athletics",1980,NA
"204","Women","400 m 3","Gold","USA",NA,NA,"Athletics",1980,NA
"205","Women","400 m 3","Silver","MEX",NA,NA,"Athletics",1980,NA
"206","Women","400 m 3","Bronze","CAN",NA,NA,"Athletics",1980,NA
"207","Women","400 m D1 runners","Gold","POL",NA,NA,"Athletics",1980,NA
"208","Women","400 m D1 wheelchairs","Gold","POL",NA,NA,"Athletics",1980,NA
"209","Women","800 m A","Gold","FRG",NA,NA,"Athletics",1980,NA
"210","Women","800 m A","Silver","AUT",NA,NA,"Athletics",1980,NA
"211","Women","800 m A","Bronze","FIN",NA,NA,"Athletics",1980,NA
"212","Women","800 m B","Gold","FRG",NA,NA,"Athletics",1980,NA
"213","Women","800 m B","Silver","USA",NA,NA,"Athletics",1980,NA
"214","Women","800 m B","Bronze","CAN",NA,NA,"Athletics",1980,NA
"215","Women","800 m 4","Gold","USA",NA,NA,"Athletics",1980,NA
"216","Women","800 m 4","Silver","USA",NA,NA,"Athletics",1980,NA
"217","Women","800 m 4","Bronze","MEX",NA,NA,"Athletics",1980,NA
"218","Women","800 m 5","Gold","MEX",NA,NA,"Athletics",1980,NA
"219","Women","800 m 5","Silver","AUS",NA,NA,"Athletics",1980,NA
"220","Women","800 m 5","Bronze","USA",NA,NA,"Athletics",1980,NA
"221","Women","1500 m F1","Gold","FRG",NA,NA,"Athletics",1980,NA
"222","Women","1500 m F1","Silver","ITA",NA,NA,"Athletics",1980,NA
"223","Women","1500 m 4","Gold","USA",NA,NA,"Athletics",1980,NA
"224","Women","1500 m 4","Silver","USA",NA,NA,"Athletics",1980,NA
"225","Women","1500 m 4","Bronze","FRG",NA,NA,"Athletics",1980,NA
"226","Women","1500 m 5","Gold","MEX",NA,NA,"Athletics",1980,NA
"227","Women","1500 m 5","Silver","AUS",NA,NA,"Athletics",1980,NA
"228","Women","1500 m 5","Bronze","USA",NA,NA,"Athletics",1980,NA
"229","Women","3000 m Walk A","Gold","CAN",NA,NA,"Athletics",1980,NA
"230","Women","3000 m Walk A","Silver","BEL",NA,NA,"Athletics",1980,NA
"231","Women","3000 m Walk A","Bronze","JPN",NA,NA,"Athletics",1980,NA
"232","Women","Slalom 1A","Gold","USA",NA,NA,"Athletics",1980,NA
"233","Women","Slalom 1A","Silver","MEX",NA,NA,"Athletics",1980,NA
"234","Women","Slalom 1A","Bronze","IRL",NA,NA,"Athletics",1980,NA
"235","Women","Slalom 1B","Gold","USA",NA,NA,"Athletics",1980,NA
"236","Women","Slalom 1B","Silver","USA",NA,NA,"Athletics",1980,NA
"237","Women","Slalom 1B","Bronze","ITA",NA,NA,"Athletics",1980,NA
"238","Women","Slalom 1C","Gold","ITA",NA,NA,"Athletics",1980,NA
"239","Women","Slalom 1C","Silver","USA",NA,NA,"Athletics",1980,NA
"240","Women","Slalom 2","Gold","NZL",NA,NA,"Athletics",1980,NA
"241","Women","Slalom 2","Silver","DEN",NA,NA,"Athletics",1980,NA
"242","Women","Slalom 2","Bronze","FRG",NA,NA,"Athletics",1980,NA
"243","Women","Slalom 3","Gold","USA",NA,NA,"Athletics",1980,NA
"244","Women","Slalom 3","Silver","JAM",NA,NA,"Athletics",1980,NA
"245","Women","Slalom 3","Bronze","BEL",NA,NA,"Athletics",1980,NA
"246","Women","Slalom 4","Gold","FRG",NA,NA,"Athletics",1980,NA
"247","Women","Slalom 4","Silver","FRG",NA,NA,"Athletics",1980,NA
"248","Women","Slalom 4","Bronze","JPN",NA,NA,"Athletics",1980,NA
"249","Women","Slalom 5","Gold","CAN",NA,NA,"Athletics",1980,NA
"250","Women","Slalom 5","Silver","FRG",NA,NA,"Athletics",1980,NA
"251","Women","Slalom 5","Bronze","SUI",NA,NA,"Athletics",1980,NA
"252","Women","High Jump A","Gold","NED",NA,NA,"Athletics",1980,NA
"253","Women","High Jump A","Silver","FRG",NA,NA,"Athletics",1980,NA
"254","Women","High Jump A","Bronze","CAN",NA,NA,"Athletics",1980,NA
"255","Women","High Jump B","Gold","USA",NA,NA,"Athletics",1980,NA
"256","Women","High Jump B","Silver","USA",NA,NA,"Athletics",1980,NA
"257","Women","High Jump B","Bronze","CAN",NA,NA,"Athletics",1980,NA
"258","Women","High Jump C","Gold","AUS",NA,NA,"Athletics",1980,NA
"259","Women","High Jump D","Gold","CAN",NA,NA,"Athletics",1980,NA
"260","Women","Long Jump B","Gold","FRG",NA,NA,"Athletics",1980,NA
"261","Women","Long Jump B","Silver","USA",NA,NA,"Athletics",1980,NA
"262","Women","Long Jump B","Bronze","POL",NA,NA,"Athletics",1980,NA
"263","Women","Long Jump C","Gold","CAN",NA,NA,"Athletics",1980,NA
"264","Women","Long Jump C","Silver","AUS",NA,NA,"Athletics",1980,NA
"265","Women","Long Jump C","Bronze","CAN",NA,NA,"Athletics",1980,NA
"266","Women","Long Jump CP C","Gold","FRA",NA,NA,"Athletics",1980,NA
"267","Women","Long Jump CP C","Silver","FRA",NA,NA,"Athletics",1980,NA
"268","Women","Long Jump CP C","Bronze","USA",NA,NA,"Athletics",1980,NA
"269","Women","Long Jump CP D","Gold","FRA",NA,NA,"Athletics",1980,NA
"270","Women","Long Jump CP D","Silver","FRA",NA,NA,"Athletics",1980,NA
"271","Women","Long Jump CP D","Bronze","USA",NA,NA,"Athletics",1980,NA
"272","Women","Long Jump D","Gold","CAN",NA,NA,"Athletics",1980,NA
"273","Women","Long Jump D","Silver","NED",NA,NA,"Athletics",1980,NA
"274","Women","Long Jump E","Gold","GBR",NA,NA,"Athletics",1980,NA
"275","Women","Long Jump E","Silver","POL",NA,NA,"Athletics",1980,NA
"276","Women","Long Jump E","Bronze","FIN",NA,NA,"Athletics",1980,NA
"277","Women","Long Jump F","Gold","JPN",NA,NA,"Athletics",1980,NA
"278","Women","Long Jump F","Silver","POL",NA,NA,"Athletics",1980,NA
"279","Women","Long Jump F1","Gold","CAN",NA,NA,"Athletics",1980,NA
"280","Women","Long Jump F1","Silver","FRG",NA,NA,"Athletics",1980,NA
"281","Women","Long Jump F1","Bronze","FRG",NA,NA,"Athletics",1980,NA
"282","Women","Shot Put 1A","Gold","MEX",NA,NA,"Athletics",1980,NA
"283","Women","Shot Put 1A","Silver","ZIM",NA,NA,"Athletics",1980,NA
"284","Women","Shot Put 1A","Bronze","ARG",NA,NA,"Athletics",1980,NA
"285","Women","Shot Put 1B","Gold","USA",NA,NA,"Athletics",1980,NA
"286","Women","Shot Put 1B","Silver","MEX",NA,NA,"Athletics",1980,NA
"287","Women","Shot Put 1B","Bronze","JAM",NA,NA,"Athletics",1980,NA
"288","Women","Shot Put 1C","Gold","EGY",NA,NA,"Athletics",1980,NA
"289","Women","Shot Put 1C","Silver","USA",NA,NA,"Athletics",1980,NA
"290","Women","Shot Put A","Gold","NED",NA,NA,"Athletics",1980,NA
"291","Women","Shot Put A","Silver","FRG",NA,NA,"Athletics",1980,NA
"292","Women","Shot Put A","Bronze","USA",NA,NA,"Athletics",1980,NA
"293","Women","Shot Put B","Gold","USA",NA,NA,"Athletics",1980,NA
"294","Women","Shot Put B","Silver","FRG",NA,NA,"Athletics",1980,NA
"295","Women","Shot Put B","Bronze","POL",NA,NA,"Athletics",1980,NA
"296","Women","Shot Put C","Gold","CAN",NA,NA,"Athletics",1980,NA
"297","Women","Shot Put C","Silver","FIN",NA,NA,"Athletics",1980,NA
"298","Women","Shot Put C1","Gold","SUI",NA,NA,"Athletics",1980,NA
"299","Women","Shot Put C1","Silver","POL",NA,NA,"Athletics",1980,NA
"300","Women","Shot Put CP C","Gold","GBR",NA,NA,"Athletics",1980,NA
"301","Women","Shot Put CP C","Silver","USA",NA,NA,"Athletics",1980,NA
"302","Women","Shot Put CP D","Gold","FRA",NA,NA,"Athletics",1980,NA
"303","Women","Shot Put CP D","Silver","SUI",NA,NA,"Athletics",1980,NA
"304","Women","Shot Put CP D","Bronze","GBR",NA,NA,"Athletics",1980,NA
"305","Women","Shot Put D","Gold","CAN",NA,NA,"Athletics",1980,NA
"306","Women","Shot Put D","Silver","SUI",NA,NA,"Athletics",1980,NA
"307","Women","Shot Put D","Bronze","NED",NA,NA,"Athletics",1980,NA
"308","Women","Shot Put D1","Gold","POL",NA,NA,"Athletics",1980,NA
"309","Women","Shot Put D1","Silver","POL",NA,NA,"Athletics",1980,NA
"310","Women","Shot Put D1","Bronze","EGY",NA,NA,"Athletics",1980,NA
"311","Women","Shot Put E","Gold","POL",NA,NA,"Athletics",1980,NA
"312","Women","Shot Put F","Gold","POL",NA,NA,"Athletics",1980,NA
"313","Women","Shot Put F","Silver","JPN",NA,NA,"Athletics",1980,NA
"314","Women","Shot Put 2","Gold","GBR",NA,NA,"Athletics",1980,NA
"315","Women","Shot Put 2","Silver","KUW",NA,NA,"Athletics",1980,NA
"316","Women","Shot Put 2","Bronze","POL",NA,NA,"Athletics",1980,NA
"317","Women","Shot Put 3","Gold","NZL",NA,NA,"Athletics",1980,NA
"318","Women","Shot Put 3","Silver","FRG",NA,NA,"Athletics",1980,NA
"319","Women","Shot Put 3","Bronze","POL",NA,NA,"Athletics",1980,NA
"320","Women","Shot Put 4","Gold","JAM",NA,NA,"Athletics",1980,NA
"321","Women","Shot Put 4","Silver","DEN",NA,NA,"Athletics",1980,NA
"322","Women","Shot Put 4","Bronze","YUG",NA,NA,"Athletics",1980,NA
"323","Women","Shot Put 5","Gold","JAM",NA,NA,"Athletics",1980,NA
"324","Women","Shot Put 5","Silver","FRG",NA,NA,"Athletics",1980,NA
"325","Women","Shot Put 5","Bronze","ISR",NA,NA,"Athletics",1980,NA
"326","Women","Discus Throw 1A","Gold","MEX",NA,NA,"Athletics",1980,NA
"327","Women","Discus Throw 1A","Silver","ZIM",NA,NA,"Athletics",1980,NA
"328","Women","Discus Throw 1A","Bronze","ARG",NA,NA,"Athletics",1980,NA
"329","Women","Discus Throw 1B","Gold","MEX",NA,NA,"Athletics",1980,NA
"330","Women","Discus Throw 1B","Silver","USA",NA,NA,"Athletics",1980,NA
"331","Women","Discus Throw 1B","Bronze","IRL",NA,NA,"Athletics",1980,NA
"332","Women","Discus Throw 1C","Gold","USA",NA,NA,"Athletics",1980,NA
"333","Women","Discus Throw 1C","Silver","EGY",NA,NA,"Athletics",1980,NA
"334","Women","Discus Throw 1C","Bronze","ITA",NA,NA,"Athletics",1980,NA
"335","Women","Discus Throw A","Gold","USA",NA,NA,"Athletics",1980,NA
"336","Women","Discus Throw A","Silver","NED",NA,NA,"Athletics",1980,NA
"337","Women","Discus Throw A","Bronze","NZL",NA,NA,"Athletics",1980,NA
"338","Women","Discus Throw B","Gold","USA",NA,NA,"Athletics",1980,NA
"339","Women","Discus Throw B","Silver","POL",NA,NA,"Athletics",1980,NA
"340","Women","Discus Throw B","Bronze","FRG",NA,NA,"Athletics",1980,NA
"341","Women","Discus Throw C","Gold","CAN",NA,NA,"Athletics",1980,NA
"342","Women","Discus Throw C","Silver","FIN",NA,NA,"Athletics",1980,NA
"343","Women","Discus Throw C","Bronze","AUS",NA,NA,"Athletics",1980,NA
"344","Women","Discus Throw C1","Gold","CAN",NA,NA,"Athletics",1980,NA
"345","Women","Discus Throw C1","Silver","POL",NA,NA,"Athletics",1980,NA
"346","Women","Discus Throw C1","Bronze","SUI",NA,NA,"Athletics",1980,NA
"347","Women","Discus Throw CP C","Gold","GBR",NA,NA,"Athletics",1980,NA
"348","Women","Discus Throw CP C","Silver","SUI",NA,NA,"Athletics",1980,NA
"349","Women","Discus Throw CP C","Bronze","USA",NA,NA,"Athletics",1980,NA
"350","Women","Discus Throw CP D","Gold","USA",NA,NA,"Athletics",1980,NA
"351","Women","Discus Throw CP D","Silver","USA",NA,NA,"Athletics",1980,NA
