"","gender","event","medal","athlete","abb","country","grp_id","type","year","guide"
"1","Men","Double FITA Round Amputee","Gold","LARSEN Finn","DEN",NA,NA,"Archery",1980,NA
"2","Men","Double FITA Round Amputee","Silver","BRENNE Manfred","FRG",NA,NA,"Archery",1980,NA
"3","Men","Double FITA Round Amputee","Bronze","SATO Masao","JPN",NA,NA,"Archery",1980,NA
"4","Men","Double FITA Round Paraplegic","Gold","GEISS H.","FRG",NA,NA,"Archery",1980,NA
"5","Men","Double FITA Round Paraplegic","Silver","GRUN Guy","BEL",NA,NA,"Archery",1980,NA
"6","Men","Double FITA Round Paraplegic","Bronze","BUCHANAN J.","GBR",NA,NA,"Archery",1980,NA
"7","Men","Double FITA Round Tetraplegic","Gold","PARKER T.","CAN",NA,NA,"Archery",1980,NA
"8","Men","Double FITA Round Tetraplegic","Silver","STEBEKK Oddbjorn","NOR",NA,NA,"Archery",1980,NA
"9","Men","Double FITA Round Tetraplegic","Bronze","LAFONT G.","FRA",NA,NA,"Archery",1980,NA
"10","Men","Double FITA Round Novice Paraplegic","Gold","CHAVEZ Alfredo","MEX",NA,NA,"Archery",1980,NA
"11","Men","Double FITA Round Novice Paraplegic","Silver","WALSTRA Jappie","NED",NA,NA,"Archery",1980,NA
"12","Men","Double FITA Round Novice Paraplegic","Bronze","VAN DER LIEFVOORT H.","NED",NA,NA,"Archery",1980,NA
"13","Men","Double FITA Round Novice Tetraplegic","Gold","KARKAINEN K.","FIN",NA,NA,"Archery",1980,NA
"14","Men","Double FITA Round Novice Tetraplegic","Silver","KISHINO Tadashi","JPN",NA,NA,"Archery",1980,NA
"15","Men","Double FITA Round Novice Tetraplegic","Bronze","ANDERSSON-TANNERSTAD Kent","SWE",NA,NA,"Archery",1980,NA
"16","Men","Short Metric Round Paraplegic","Gold","CHAPUIS J. M.","FRA",NA,NA,"Archery",1980,NA
"17","Men","Short Metric Round Paraplegic","Silver","ZEISE L.","USA",NA,NA,"Archery",1980,NA
"18","Men","Short Metric Round Paraplegic","Bronze","THION J.","FRA",NA,NA,"Archery",1980,NA
"19","Men","Short Metric Round Tetraplegic","Gold","HENKER Siegmar","FRG",NA,NA,"Archery",1980,NA
"20","Men","Short Metric Round Tetraplegic","Silver","TREWHELLA Ian","AUS",NA,NA,"Archery",1980,NA
"21","Men","Short Metric Round Tetraplegic","Bronze","KRISTIANSEN Svein","NOR",NA,NA,"Archery",1980,NA
"22","Men","Advanced Metric Round Paraplegic","Gold","KIM Yoon Bae","KOR",NA,NA,"Archery",1980,NA
"23","Men","Advanced Metric Round Paraplegic","Silver","PETSCHNIG M.","AUT",NA,NA,"Archery",1980,NA
"24","Men","Advanced Metric Round Paraplegic","Bronze","LETTNER Felix","AUT",NA,NA,"Archery",1980,NA
"25","Women","Double FITA Round Amputee","Gold","ROSVIK Marie","NOR",NA,NA,"Archery",1980,NA
"26","Women","Double FITA Round Amputee","Silver","KWIECINSKA Ewa","POL",NA,NA,"Archery",1980,NA
"27","Women","Double FITA Round Amputee","Bronze","HYBOIS Marie-Francoise","FRA",NA,NA,"Archery",1980,NA
"28","Women","Double FITA Round Paraplegic","Gold","FAIRHALL Neroli","NZL",NA,NA,"Archery",1980,NA
"29","Women","Double FITA Round Paraplegic","Silver","KORVA Elli","FIN",NA,NA,"Archery",1980,NA
"30","Women","Double FITA Round Paraplegic","Bronze","DERSEN Anneliese","FRG",NA,NA,"Archery",1980,NA
"31","Women","Double FITA Round Novice Paraplegic","Gold","OHMAE Chiyoko","JPN",NA,NA,"Archery",1980,NA
"32","Women","Double FITA Round Novice Paraplegic","Silver","-",NA,NA,NA,"Archery",1980,NA
"33","Women","Double FITA Round Novice Paraplegic","Bronze","-",NA,NA,NA,"Archery",1980,NA
"34","Women","Short Metric Round Paraplegic","Gold","SCHWEIZER Rosa","AUT",NA,NA,"Archery",1980,NA
"35","Women","Short Metric Round Paraplegic","Silver","WILLIAMSON Valerie","GBR",NA,NA,"Archery",1980,NA
"36","Women","Short Metric Round Paraplegic","Bronze","-",NA,NA,NA,"Archery",1980,NA
"37","Women","Advanced Metric Round Paraplegic","Gold","UNSICKER K.","USA",NA,NA,"Archery",1980,NA
"38","Women","Advanced Metric Round Paraplegic","Silver","RIMMER Eve M.","NZL",NA,NA,"Archery",1980,NA
"39","Women","Advanced Metric Round Paraplegic","Bronze","MATTHEWS G.","GBR",NA,NA,"Archery",1980,NA
"40","Men","Double FITA Round Team Amputee","Gold","BRENNE Manfred","FRG","FR Germany",1,"Archery",1980,NA
"41","Men","Double FITA Round Team Amputee","Gold","BUTENHOFF Hilmar","FRG","FR Germany",2,"Archery",1980,NA
"42","Men","Double FITA Round Team Amputee","Gold","POHL K.","FRG","FR Germany",3,"Archery",1980,NA
"43","Men","Double FITA Round Team Amputee","Silver","APPELKVIST Sune","SWE","Sweden",1,"Archery",1980,NA
"44","Men","Double FITA Round Team Amputee","Silver","BABKIN Nicolai","SWE","Sweden",2,"Archery",1980,NA
"45","Men","Double FITA Round Team Amputee","Silver","CARSSON Jan O.","SWE","Sweden",3,"Archery",1980,NA
"46","Men","Double FITA Round Team Amputee","Bronze",NA,NA,"-",1,"Archery",1980,NA
"47","Men","Double FITA Round Team Paraplegic","Gold","BARDOEL Filip","BEL","Belgium",1,"Archery",1980,NA
"48","Men","Double FITA Round Team Paraplegic","Gold","GRUN Guy","BEL","Belgium",2,"Archery",1980,NA
"49","Men","Double FITA Round Team Paraplegic","Gold","MEYSEN Jozef","BEL","Belgium",3,"Archery",1980,NA
"50","Men","Double FITA Round Team Paraplegic","Silver","BUCHANAN J.CORRIE Alan","GBR","Great Britain",1,"Archery",1980,NA
"51","Men","Double FITA Round Team Paraplegic","Silver","SMITH I.","GBR","Great Britain",2,"Archery",1980,NA
"52","Men","Double FITA Round Team Paraplegic","Bronze","GEISS H.PFEFFER U.SCHMIDBERGER R.","FRG","FR Germany",1,"Archery",1980,NA
"53","Men","Double FITA Round C1-C2","Gold","BAREFOOT David","CAN",NA,NA,"Archery",1984,NA
"54","Men","Double FITA Round C1-C2","Silver","-",NA,NA,NA,"Archery",1984,NA
"55","Men","Double FITA Round C1-C2","Bronze","-",NA,NA,NA,"Archery",1984,NA
"56","Men","Double FITA Round C3,C6","Gold","THORNE Philip","GBR",NA,NA,"Archery",1984,NA
"57","Men","Double FITA Round C3,C6","Silver","-",NA,NA,NA,"Archery",1984,NA
"58","Men","Double FITA Round C3,C6","Bronze","-",NA,NA,NA,"Archery",1984,NA
"59","Men","Double FITA Round Div. 3","Gold","LOVVOLD Kjell","NOR",NA,NA,"Archery",1984,NA
"60","Men","Double FITA Round Div. 3","Silver","KUYS Alfons","BEL",NA,NA,"Archery",1984,NA
"61","Men","Double FITA Round Div. 3","Bronze","TANQUEREL Benoit","FRA",NA,NA,"Archery",1984,NA
"62","Men","Double FITA Round Integrated","Gold","THULIN Jan","SWE",NA,NA,"Archery",1984,NA
"63","Men","Double FITA Round Integrated","Silver","REBOLLO Antonio","ESP",NA,NA,"Archery",1984,NA
"64","Men","Double FITA Round Integrated","Bronze","TIRRONEN Raimo","FIN",NA,NA,"Archery",1984,NA
"65","Men","Double FITA Round Paraplegic","Gold","GRUN Guy","BEL",NA,NA,"Archery",1984,NA
"66","Men","Double FITA Round Paraplegic","Silver","WEIJERS J.","NED",NA,NA,"Archery",1984,NA
"67","Men","Double FITA Round Paraplegic","Bronze","LAUKKANEN Heikki","FIN",NA,NA,"Archery",1984,NA
"68","Men","Double FITA Round Tetraplegic","Gold","LETTNER Felix","AUT",NA,NA,"Archery",1984,NA
"69","Men","Double FITA Round Tetraplegic","Silver","KONEMAN K.","NED",NA,NA,"Archery",1984,NA
"70","Men","Double FITA Round Tetraplegic","Bronze","STEBEKK Oddbjorn","NOR",NA,NA,"Archery",1984,NA
"71","Men","Double Short Metric Round Paraplegic","Gold","BAUDOIS Michel","SUI",NA,NA,"Archery",1984,NA
"72","Men","Double Short Metric Round Paraplegic","Silver","KIM H. S.","KOR",NA,NA,"Archery",1984,NA
"73","Men","Double Short Metric Round Paraplegic","Bronze","DE MASI Pasquale","ITA",NA,NA,"Archery",1984,NA
"74","Men","Double Short Metric Round Tetraplegic","Gold","HOLM Kenneth","SWE",NA,NA,"Archery",1984,NA
"75","Men","Double Short Metric Round Tetraplegic","Silver","-",NA,NA,NA,"Archery",1984,NA
"76","Men","Double Short Metric Round Tetraplegic","Bronze","-",NA,NA,NA,"Archery",1984,NA
"77","Men","Double Advanced Metric Round Paraplegic","Gold","CHAPUIS J. M.","FRA",NA,NA,"Archery",1984,NA
"78","Men","Double Advanced Metric Round Paraplegic","Silver","BOUCHITE C.","FRA",NA,NA,"Archery",1984,NA
"79","Men","Double Advanced Metric Round Paraplegic","Bronze","KRISHNER Patrick","USA",NA,NA,"Archery",1984,NA
"80","Men","Double Advanced Metric Round Tetraplegic","Gold","FRANK Gerhard","AUT",NA,NA,"Archery",1984,NA
"81","Men","Double Advanced Metric Round Tetraplegic","Silver","TREWHELLA Ian","AUS",NA,NA,"Archery",1984,NA
"82","Men","Double Advanced Metric Round Tetraplegic","Bronze","ARNOLD Ernest","GBR",NA,NA,"Archery",1984,NA
"83","Women","Double FITA Round Div. 3","Gold","HILDERLEY Helen","GBR",NA,NA,"Archery",1984,NA
"84","Women","Double FITA Round Div. 3","Silver","LEAPER Beverley","GBR",NA,NA,"Archery",1984,NA
"85","Women","Double FITA Round Div. 3","Bronze","-",NA,NA,NA,"Archery",1984,NA
"86","Women","Double FITA Round Integrated","Gold","DERSEN Anneliese","FRG",NA,NA,"Archery",1984,NA
"87","Women","Double FITA Round Integrated","Silver","LACOMBLEZ Martine","BEL",NA,NA,"Archery",1984,NA
"88","Women","Double FITA Round Integrated","Bronze","MONACO Irene","ITA",NA,NA,"Archery",1984,NA
"89","Women","Double FITA Round Paraplegic","Gold","HAGEL Susan","USA",NA,NA,"Archery",1984,NA
"90","Women","Double FITA Round Paraplegic","Silver","SUZUKI Hifumi","JPN",NA,NA,"Archery",1984,NA
"91","Women","Double FITA Round Paraplegic","Bronze","DAVIES Susan","AUS",NA,NA,"Archery",1984,NA
"92","Women","Double Short Metric Round Paraplegic","Gold","BALME M. P.","FRA",NA,NA,"Archery",1984,NA
"93","Women","Double Short Metric Round Paraplegic","Silver","SCHWEIZER Rosa","AUT",NA,NA,"Archery",1984,NA
"94","Women","Double Short Metric Round Paraplegic","Bronze","GRAY Anne","GBR",NA,NA,"Archery",1984,NA
"95","Men","Double FITA Round Team 1A-6","Gold",NA,"BEL","Belgium",1,"Archery",1984,NA
"96","Men","Double FITA Round Team 1A-6","Silver",NA,"NED","Netherlands",1,"Archery",1984,NA
"97","Men","Double FITA Round Team 1A-6","Bronze",NA,"GBR","Great Britain",1,"Archery",1984,NA
"98","Men","Double FITA Round Team Integrated","Gold","AHLINDER S.BABKIN Nicolai","SWE","Sweden",1,"Archery",1984,NA
"99","Men","Double FITA Round Team Integrated","Gold","TJERNELL Arne","SWE","Sweden",2,"Archery",1984,NA
"100","Men","Double FITA Round Team Integrated","Silver","DUCRET Rene","FRA","France",1,"Archery",1984,NA
"101","Men","Double FITA Round Team Integrated","Silver","HAMART George","FRA","France",2,"Archery",1984,NA
"102","Men","Double FITA Round Team Integrated","Silver","LELON Daniel","FRA","France",3,"Archery",1984,NA
"103","Men","Double FITA Round Team Integrated","Bronze","BOECKERS Manfred","FRG","FR Germany",1,"Archery",1984,NA
"104","Men","Double FITA Round Team Integrated","Bronze","BRENNE Manfred","FRG","FR Germany",2,"Archery",1984,NA
"105","Men","Double FITA Round Team Integrated","Bronze","BUTENHOFF Kilmar","FRG","FR Germany",3,"Archery",1984,NA
"106","Men","Short Metric Round Team 1A-6","Gold",NA,"FRA","France",1,"Archery",1984,NA
"107","Men","Short Metric Round Team 1A-6","Silver",NA,"AUS","Australia",1,"Archery",1984,NA
"108","Men","Short Metric Round Team 1A-6","Bronze",NA,"GBR","Great Britain",1,"Archery",1984,NA
"109","Men","Double Advanced Metric Round Team 1A-6","Gold",NA,"FRA","France",1,"Archery",1984,NA
"110","Men","Double Advanced Metric Round Team 1A-6","Silver",NA,NA,"-",1,"Archery",1984,NA
"111","Men","Double Advanced Metric Round Team 1A-6","Bronze",NA,NA,"-",1,"Archery",1984,NA
"112","Men","Single FITA Round C7,C8","Gold","KUYS Alfons","BEL",NA,NA,"Archery",1988,NA
"113","Men","Single FITA Round C7,C8","Silver","TASHIRO Kiyotaka","JPN",NA,NA,"Archery",1988,NA
"114","Men","Single FITA Round C7,C8","Bronze","KIM Kyung Sun","KOR",NA,NA,"Archery",1988,NA
"115","Men","Double FITA Round Open","Gold","AN Tae Sung","KOR",NA,NA,"Archery",1988,NA
"116","Men","Double FITA Round Open","Silver","SCALISI Carmelo","BEL",NA,NA,"Archery",1988,NA
"117","Men","Double FITA Round Open","Bronze","REBOLLO Antonio","ESP",NA,NA,"Archery",1988,NA
"118","Men","Double FITA Round 2-6","Gold","BAUDOIS Michel","SUI",NA,NA,"Archery",1988,NA
"119","Men","Double FITA Round 2-6","Silver","KIM Hee Sook","KOR",NA,NA,"Archery",1988,NA
"120","Men","Double FITA Round 2-6","Bronze","WOLF Udo","FRG",NA,NA,"Archery",1988,NA
"121","Men","Double Short Metric Round 1A-1C","Gold","RANTAVOURI Martti","FIN",NA,NA,"Archery",1988,NA
"122","Men","Double Short Metric Round 1A-1C","Silver","FUJII Narumi","JPN",NA,NA,"Archery",1988,NA
"123","Men","Double Short Metric Round 1A-1C","Bronze","STAUNER Michael","USA",NA,NA,"Archery",1988,NA
"124","Women","Double FITA Round Open","Gold","LEE Kyung Hee","KOR",NA,NA,"Archery",1988,NA
"125","Women","Double FITA Round Open","Silver","DERSEN Anneliese","FRG",NA,NA,"Archery",1988,NA
"126","Women","Double FITA Round Open","Bronze","MORGENSEN Birthe","DEN",NA,NA,"Archery",1988,NA
"127","Women","Double FITA Round 2-6","Gold","WATTS Karen","GBR",NA,NA,"Archery",1988,NA
"128","Women","Double FITA Round 2-6","Silver","KORVA Elli","FIN",NA,NA,"Archery",1988,NA
"129","Women","Double FITA Round 2-6","Bronze","FANTATO Paola","ITA",NA,NA,"Archery",1988,NA
"130","Men","Double FITA Round Team Open","Gold","AN Tae Sung","KOR","Korea",1,"Archery",1988,NA
"131","Men","Double FITA Round Team Open","Gold","CHO Hyun Kwan","KOR","Korea",2,"Archery",1988,NA
"132","Men","Double FITA Round Team Open","Gold","KIM Sung Hee","KOR","Korea",3,"Archery",1988,NA
"133","Men","Double FITA Round Team Open","Gold","LEE Hak Young","KOR","Korea",4,"Archery",1988,NA
"134","Men","Double FITA Round Team Open","Silver","KALLUNKI Keijo","FIN","Finland",1,"Archery",1988,NA
"135","Men","Double FITA Round Team Open","Silver","TIRRONEN Raimo","FIN","Finland",2,"Archery",1988,NA
"136","Men","Double FITA Round Team Open","Silver","VIINIKKA Veijo","FIN","Finland",3,"Archery",1988,NA
"137","Men","Double FITA Round Team Open","Bronze","COURTILLON Lucien","FRA","France",1,"Archery",1988,NA
"138","Men","Double FITA Round Team Open","Bronze","FAVRE Jean-Michel","FRA","France",2,"Archery",1988,NA
"139","Men","Double FITA Round Team Open","Bronze","LELOU Daniel","FRA","France",3,"Archery",1988,NA
"140","Men","Double FITA Round Team 2-6","Gold","JANG Ki Ki","KOR","Korea",1,"Archery",1988,NA
"141","Men","Double FITA Round Team 2-6","Gold","KIM Hee Sook","KOR","Korea",2,"Archery",1988,NA
"142","Men","Double FITA Round Team 2-6","Gold","KIM Ho Sung","KOR","Korea",3,"Archery",1988,NA
"143","Men","Double FITA Round Team 2-6","Gold","YOON Choon Heung","KOR","Korea",4,"Archery",1988,NA
"144","Men","Double FITA Round Team 2-6","Silver","AMADI Fabio","ITA","Italy",1,"Archery",1988,NA
"145","Men","Double FITA Round Team 2-6","Silver","GABELLI Giuseppe","ITA","Italy",2,"Archery",1988,NA
"146","Men","Double FITA Round Team 2-6","Silver","KOTEN Giuliano","ITA","Italy",3,"Archery",1988,NA
"147","Men","Double FITA Round Team 2-6","Silver","PIZZORNI Orazio","ITA","Italy",4,"Archery",1988,NA
"148","Men","Double FITA Round Team 2-6","Bronze","INOUE Yoshihiro","JPN","Japan",1,"Archery",1988,NA
"149","Men","Double FITA Round Team 2-6","Bronze","OKANISHI Michio","JPN","Japan",2,"Archery",1988,NA
"150","Men","Double FITA Round Team 2-6","Bronze","UCHIYAMA Junji","JPN","Japan",3,"Archery",1988,NA
"151","Men","Double FITA Round Team 2-6","Bronze","YOSHIDA Shigetoshi","JPN","Japan",4,"Archery",1988,NA
"152","Women","Double FITA Round Team 2-6","Gold","ANIC Wilma","GBR","Great Britain",1,"Archery",1988,NA
"153","Women","Double FITA Round Team 2-6","Gold","COOPER Joan","GBR","Great Britain",2,"Archery",1988,NA
"154","Women","Double FITA Round Team 2-6","Gold","WATTS Karen","GBR","Great Britain",3,"Archery",1988,NA
"155","Women","Double FITA Round Team 2-6","Silver","DROSDZIOK Ursula","FRG","FR Germany",1,"Archery",1988,NA
"156","Women","Double FITA Round Team 2-6","Silver","ENZMANN Inge","FRG","FR Germany",2,"Archery",1988,NA
"157","Women","Double FITA Round Team 2-6","Silver","KIEBLICH Karin","FRG","FR Germany",3,"Archery",1988,NA
"158","Women","Double FITA Round Team 2-6","Bronze","COLLIN Sirkka Liisa","FIN","Finland",1,"Archery",1988,NA
"159","Women","Double FITA Round Team 2-6","Bronze","JOKIVIRTA Hilkka","FIN","Finland",2,"Archery",1988,NA
"160","Women","Double FITA Round Team 2-6","Bronze","KORVA Elli","FIN","Finland",3,"Archery",1988,NA
"161","Men","Individual AR1","Gold","MINAMI Koichi","JPN",NA,NA,"Archery",1992,NA
"162","Men","Individual AR1","Silver","SPIZZIRRI Richard","USA",NA,NA,"Archery",1992,NA
"163","Men","Individual AR1","Bronze","MERCANDELLI Giampiero","ITA",NA,NA,"Archery",1992,NA
"164","Men","Individual AR2","Gold","PIZZORNI Orazio","ITA",NA,NA,"Archery",1992,NA
"165","Men","Individual AR2","Silver","NORTMANN Hermann","GER",NA,NA,"Archery",1992,NA
"166","Men","Individual AR2","Bronze","WOLF Udo","GER",NA,NA,"Archery",1992,NA
"167","Men","Individual Open","Gold","FUDGE Jens","DEN",NA,NA,"Archery",1992,NA
"168","Men","Individual Open","Silver","NISHII Kenichi","JPN",NA,NA,"Archery",1992,NA
"169","Men","Individual Open","Bronze","CHO Hyun Kwan","KOR",NA,NA,"Archery",1992,NA
"170","Women","Individual AR2","Gold","FANTATO Paola","ITA",NA,NA,"Archery",1992,NA
"171","Women","Individual AR2","Silver","KORVA Elli","FIN",NA,NA,"Archery",1992,NA
"172","Women","Individual AR2","Bronze","SUZUKI Hifumi","JPN",NA,NA,"Archery",1992,NA
"173","Women","Individual Open","Gold","GRISHKO Tatiana","EUN",NA,NA,"Archery",1992,NA
"174","Women","Individual Open","Silver","THULIN Siv","SWE",NA,NA,"Archery",1992,NA
"175","Women","Individual Open","Bronze","TVED Hanne","DEN",NA,NA,"Archery",1992,NA
"176","Men","Teams AR2","Gold","BAHLS Karl","GER","Germany",1,"Archery",1992,NA
"177","Men","Teams AR2","Gold","NORTMANN Hermann","GER","Germany",2,"Archery",1992,NA
"178","Men","Teams AR2","Gold","WOLF Udo","GER","Germany",3,"Archery",1992,NA
"179","Men","Teams AR2","Silver","GABELLI Giuseppe","ITA","Italy",1,"Archery",1992,NA
"180","Men","Teams AR2","Silver","MALOVINI Luciano","ITA","Italy",2,"Archery",1992,NA
"181","Men","Teams AR2","Silver","PIZZORNI Orazio","ITA","Italy",3,"Archery",1992,NA
"182","Men","Teams AR2","Bronze","CHOI Jang Sub","KOR","Korea",1,"Archery",1992,NA
"183","Men","Teams AR2","Bronze","JANG Ki Ki","KOR","Korea",2,"Archery",1992,NA
"184","Men","Teams AR2","Bronze","LEE Ouk Soo","KOR","Korea",3,"Archery",1992,NA
"185","Men","Teams Open","Gold","CHO Hyun Kwan","KOR","Korea",1,"Archery",1992,NA
"186","Men","Teams Open","Gold","KIM Sung Hee","KOR","Korea",2,"Archery",1992,NA
"187","Men","Teams Open","Gold","LEE Hak Young","KOR","Korea",3,"Archery",1992,NA
"188","Men","Teams Open","Silver","FERNANDEZ Jose","ESP","Spain",1,"Archery",1992,NA
"189","Men","Teams Open","Silver","HERMOSIN Jose Luis","ESP","Spain",2,"Archery",1992,NA
"190","Men","Teams Open","Silver","REBOLLO Antonio","ESP","Spain",3,"Archery",1992,NA
"191","Men","Teams Open","Bronze","FAVRE Jean-Michel","FRA","France",1,"Archery",1992,NA
"192","Men","Teams Open","Bronze","GARCIA Jean Francois","FRA","France",2,"Archery",1992,NA
"193","Men","Teams Open","Bronze","LE BRAS Rene","FRA","France",3,"Archery",1992,NA
"194","Men","Individual W1","Gold","RANTAVOURI Martti","FIN",NA,NA,"Archery",1996,NA
"195","Men","Individual W1","Silver","MACCAFERRI Kurt","SUI",NA,NA,"Archery",1996,NA
"196","Men","Individual W1","Bronze","MINAMI Koichi","JPN",NA,NA,"Archery",1996,NA
"197","Men","Individual W2","Gold","LEE Ouk Soo","KOR",NA,NA,"Archery",1996,NA
"198","Men","Individual W2","Silver","WALSTRA Jappie","NED",NA,NA,"Archery",1996,NA
"199","Men","Individual W2","Bronze","WOLF Udo","GER",NA,NA,"Archery",1996,NA
"200","Men","Individual Standing","Gold","OLEJNIK Ryszard","POL",NA,NA,"Archery",1996,NA
"201","Men","Individual Standing","Silver","GARCIA Jean Francois","FRA",NA,NA,"Archery",1996,NA
"202","Men","Individual Standing","Bronze","AN Tae Sung","KOR",NA,NA,"Archery",1996,NA
"203","Women","Individual W2","Gold","SUZUKI Hifumi","JPN",NA,NA,"Archery",1996,NA
"204","Women","Individual W2","Silver","TRUCCOLO Sandra","ITA",NA,NA,"Archery",1996,NA
"205","Women","Individual W2","Bronze","FANTATO Paola","ITA",NA,NA,"Archery",1996,NA
"206","Women","Individual Standing","Gold","OLEJNIK Malgorzata","POL",NA,NA,"Archery",1996,NA
"207","Women","Individual Standing","Silver","CHAPMAN Anita","GBR",NA,NA,"Archery",1996,NA
"208","Women","Individual Standing","Bronze","HYBOIS Marie-Francoise","FRA",NA,NA,"Archery",1996,NA
"209","Men","Teams W1/W2","Gold","NORTMANN Hermann","GER","Germany",1,"Archery",1996,NA
"210","Men","Teams W1/W2","Gold","OEHME Mario","GER","Germany",2,"Archery",1996,NA
"211","Men","Teams W1/W2","Gold","WOLF Udo","GER","Germany",3,"Archery",1996,NA
"212","Men","Teams W1/W2","Silver","GABELLI Giuseppe","ITA","Italy",1,"Archery",1996,NA
"213","Men","Teams W1/W2","Silver","MAI Marco","ITA","Italy",2,"Archery",1996,NA
"214","Men","Teams W1/W2","Silver","MALOVINI Luciano","ITA","Italy",3,"Archery",1996,NA
"215","Men","Teams W1/W2","Bronze","LEE Ouk Soo","KOR","Korea",1,"Archery",1996,NA
"216","Men","Teams W1/W2","Bronze","OH Doo","KOR","Korea",2,"Archery",1996,NA
"217","Men","Teams W1/W2","Bronze","YOU In","KOR","Korea",3,"Archery",1996,NA
"218","Men","Teams Standing","Gold","AN Tae Sung","KOR","Korea",1,"Archery",1996,NA
"219","Men","Teams Standing","Gold","CHO Hyeon","KOR","Korea",2,"Archery",1996,NA
"220","Men","Teams Standing","Gold","LEE Hak Young","KOR","Korea",3,"Archery",1996,NA
"221","Men","Teams Standing","Silver","JONSKI Stanislaw","POL","Poland",1,"Archery",1996,NA
"222","Men","Teams Standing","Silver","LEZANSKI Tomasz","POL","Poland",2,"Archery",1996,NA
"223","Men","Teams Standing","Silver","OLEJNIK Ryszard","POL","Poland",3,"Archery",1996,NA
"224","Men","Teams Standing","Bronze","ISHIDA Mitoya","JPN","Japan",1,"Archery",1996,NA
"225","Men","Teams Standing","Bronze","NISHII Kenichi","JPN","Japan",2,"Archery",1996,NA
"226","Men","Teams Standing","Bronze","SATO Masao","JPN","Japan",3,"Archery",1996,NA
"227","Women","Teams Open","Gold","FANTATO Paola","ITA","Italy",1,"Archery",1996,NA
"228","Women","Teams Open","Gold","LAZZARONI Roberta","ITA","Italy",2,"Archery",1996,NA
"229","Women","Teams Open","Gold","TRUCCOLO Sandra","ITA","Italy",3,"Archery",1996,NA
"230","Women","Teams Open","Silver","MATSUEDA Shigeko","JPN","Japan",1,"Archery",1996,NA
"231","Women","Teams Open","Silver","SUZUKI Hifumi","JPN","Japan",2,"Archery",1996,NA
"232","Women","Teams Open","Silver","YONEZAWA Masako","JPN","Japan",3,"Archery",1996,NA
"233","Women","Teams Open","Bronze","CHAPMAN Anita","GBR","Great Britain",1,"Archery",1996,NA
"234","Women","Teams Open","Bronze","GALE Rebecca","GBR","Great Britain",2,"Archery",1996,NA
"235","Women","Teams Open","Bronze","SMITH Kathleen","GBR","Great Britain",3,"Archery",1996,NA
"236","Men","Individual W1","Gold","SEBEK Zdenek","CZE",NA,NA,"Archery",2000,NA
"237","Men","Individual W1","Silver","HATEM Olivier","FRA",NA,NA,"Archery",2000,NA
"238","Men","Individual W1","Bronze","MILADINOVIC Dejan","FRA",NA,NA,"Archery",2000,NA
"239","Men","Individual W2","Gold","LEE Hong Gu","KOR",NA,NA,"Archery",2000,NA
"240","Men","Individual W2","Silver","JUNG Young Joo","KOR",NA,NA,"Archery",2000,NA
"241","Men","Individual W2","Bronze","DE PELLEGRIN Oscar","ITA",NA,NA,"Archery",2000,NA
"242","Men","Individual Standing","Gold","AN Tae Sung","KOR",NA,NA,"Archery",2000,NA
"243","Men","Individual Standing","Silver","ATAMANENKO Serhiy","UKR",NA,NA,"Archery",2000,NA
"244","Men","Individual Standing","Bronze","LYOCSA Imrich","SVK",NA,NA,"Archery",2000,NA
"245","Women","Individual W1/W2","Gold","FANTATO Paola","ITA",NA,NA,"Archery",2000,NA
"246","Women","Individual W1/W2","Silver","SMITH Kathleen","GBR",NA,NA,"Archery",2000,NA
"247","Women","Individual W1/W2","Bronze","KO Hee Sook","KOR",NA,NA,"Archery",2000,NA
"248","Women","Individual Standing","Gold","CHAPMAN Anita","GBR",NA,NA,"Archery",2000,NA
"249","Women","Individual Standing","Silver","OLEJNIK Malgorzata","POL",NA,NA,"Archery",2000,NA
"250","Women","Individual Standing","Bronze","KORZENIOWSKA Malgorzata","POL",NA,NA,"Archery",2000,NA
"251","Men","Teams Open","Gold","DE PELLEGRIN Oscar","ITA","Italy",1,"Archery",2000,NA
"252","Men","Teams Open","Gold","CARRUBBA Salvatore","ITA","Italy",2,"Archery",2000,NA
"253","Men","Teams Open","Gold","GABELLI Giuseppe","ITA","Italy",3,"Archery",2000,NA
"254","Men","Teams Open","Silver","EST Charles","FRA","France",1,"Archery",2000,NA
"255","Men","Teams Open","Silver","HATEM Olivier","FRA","France",2,"Archery",2000,NA
"256","Men","Teams Open","Silver","MILADINOVIC Dejan","FRA","France",3,"Archery",2000,NA
"257","Men","Teams Open","Bronze","CHO Hyun Kwan","KOR","Korea",1,"Archery",2000,NA
"258","Men","Teams Open","Bronze","LEE Hong Gu","KOR","Korea",2,"Archery",2000,NA
"259","Men","Teams Open","Bronze","LEE Ouk Soo","KOR","Korea",3,"Archery",2000,NA
"260","Women","Teams Open","Gold","FANTATO Paola","ITA","Italy",4,"Archery",2000,NA
"261","Women","Teams Open","Gold","MENCONI Anna","ITA","Italy",5,"Archery",2000,NA
"262","Women","Teams Open","Gold","TRUCCOLO Sandra","ITA","Italy",6,"Archery",2000,NA
"263","Women","Teams Open","Silver","CHAPMAN Anita","GBR","Great Britain",1,"Archery",2000,NA
"264","Women","Teams Open","Silver","SMITH Kathleen","GBR","Great Britain",2,"Archery",2000,NA
"265","Women","Teams Open","Silver","WHITE Jane","GBR","Great Britain",3,"Archery",2000,NA
