"","gender","event","medal","athlete","abb","country","grp_id","type","year","guide"
"4585","Men","Marathon T12","Bronze","ONOFRE DA COSTA J.","POR",NA,NA,"Athletics",1996,NA
"4586","Men","Marathon T42-46","Gold","CONDE Javier","ESP",NA,NA,"Athletics",1996,NA
"4587","Men","Marathon T42-46","Silver","LARRINAGA Joseba","ESP",NA,NA,"Athletics",1996,NA
"4588","Men","Marathon T42-46","Bronze","BROWN Mark","GBR",NA,NA,"Athletics",1996,NA
"4589","Men","Marathon T50","Gold","KOEBERLE Heinrich","GER",NA,NA,"Athletics",1996,NA
"4590","Men","Marathon T50","Silver","DODSON Bart","USA",NA,NA,"Athletics",1996,NA
"4591","Men","Marathon T50","Bronze","JOHANSSON Tim","SWE",NA,NA,"Athletics",1996,NA
"4592","Men","Marathon T51","Gold","MCMAHON Brent","CAN",NA,NA,"Athletics",1996,NA
"4593","Men","Marathon T51","Silver","GEREIN Clayton","CAN",NA,NA,"Athletics",1996,NA
"4594","Men","Marathon T51","Bronze","COTTINI Patrick","USA",NA,NA,"Athletics",1996,NA
"4595","Men","Marathon T52-53","Gold","NIETLISPACH Franz","SUI",NA,NA,"Athletics",1996,NA
"4596","Men","Marathon T52-53","Silver","MUROZUKA Kazuya","JPN",NA,NA,"Athletics",1996,NA
"4597","Men","Marathon T52-53","Bronze","FREI Heinz","SUI",NA,NA,"Athletics",1996,NA
"4598","Men","High Jump F10-11","Gold","CHEPEL Oleg","BLR",NA,NA,"Athletics",1996,NA
"4599","Men","High Jump F10-11","Silver","VELEZ Alejo","ESP",NA,NA,"Athletics",1996,NA
"4600","Men","High Jump F10-11","Bronze","YOSHIHARA Shigeo","JPN",NA,NA,"Athletics",1996,NA
"4601","Men","High Jump F42-44","Gold","HOU Bin","CHN",NA,NA,"Athletics",1996,NA
"4602","Men","High Jump F42-44","Silver","EARLE Alan","GBR",NA,NA,"Athletics",1996,NA
"4603","Men","High Jump F42-44","Bronze","KERN Juergen","GER",NA,NA,"Athletics",1996,NA
"4604","Men","Long Jump F10","Gold","RODRIGUEZ Jose Manuel","ESP",NA,NA,"Athletics",1996,NA
"4605","Men","Long Jump F10","Silver","SEVOSTIANOV Sergey","RUS",NA,NA,"Athletics",1996,NA
"4606","Men","Long Jump F10","Bronze","WANG Sen","CHN",NA,NA,"Athletics",1996,NA
"4607","Men","Long Jump F11","Gold","BOZZOLO Stephane","FRA",NA,NA,"Athletics",1996,NA
"4608","Men","Long Jump F11","Silver","ESMERALDA Moises","ESP",NA,NA,"Athletics",1996,NA
"4609","Men","Long Jump F11","Bronze","VIEDMA Juan","ESP",NA,NA,"Athletics",1996,NA
"4610","Men","Long Jump F12","Gold","CABALLERO Enrique","CUB",NA,NA,"Athletics",1996,NA
"4611","Men","Long Jump F12","Silver","FARTUNAU Ihar","BLR",NA,NA,"Athletics",1996,NA
"4612","Men","Long Jump F12","Bronze","VAN RAEFELGHEM Kurt","BEL",NA,NA,"Athletics",1996,NA
"4613","Men","Long Jump F34-37","Gold","THRUPP Darren","AUS",NA,NA,"Athletics",1996,NA
"4614","Men","Long Jump F34-37","Silver","HABER Peter","GER",NA,NA,"Athletics",1996,NA
"4615","Men","Long Jump F34-37","Bronze","AMADOR Douglas","BRA",NA,NA,"Athletics",1996,NA
"4616","Men","Long Jump F42","Gold","CHRISTEN Lukas","SUI",NA,NA,"Athletics",1996,NA
"4617","Men","Long Jump F42","Silver","BELITZ Gunther","GER",NA,NA,"Athletics",1996,NA
"4618","Men","Long Jump F42","Bronze","SIEGL Andreas","AUT",NA,NA,"Athletics",1996,NA
"4619","Men","Long Jump F44","Gold","KOLLY Urs","SUI",NA,NA,"Athletics",1996,NA
"4620","Men","Long Jump F44","Silver","STOLL Patrick","SUI",NA,NA,"Athletics",1996,NA
"4621","Men","Long Jump F44","Bronze","THOMAS Bradley","AUS",NA,NA,"Athletics",1996,NA
"4622","Men","Long Jump F45-46","Gold","ALVAREZ Ruben","ESP",NA,NA,"Athletics",1996,NA
"4623","Men","Long Jump F45-46","Silver","ADEOYE Ajibola","NGR",NA,NA,"Athletics",1996,NA
"4624","Men","Long Jump F45-46","Bronze","TOPTSIS Georgios","GRE",NA,NA,"Athletics",1996,NA
"4625","Men","Long Jump MH","Gold","BOURNE Nigel","GBR",NA,NA,"Athletics",1996,NA
"4626","Men","Long Jump MH","Silver","BEN BAHRI Wissem","TUN",NA,NA,"Athletics",1996,NA
"4627","Men","Long Jump MH","Bronze","GADSON Wardell","USA",NA,NA,"Athletics",1996,NA
"4628","Men","Triple Jump F10","Gold","RODRIGUEZ Jose Manuel","ESP",NA,NA,"Athletics",1996,NA
"4629","Men","Triple Jump F10","Silver","WANG Sen","CHN",NA,NA,"Athletics",1996,NA
"4630","Men","Triple Jump F10","Bronze","JOUKOVSKI Victor","BLR",NA,NA,"Athletics",1996,NA
"4631","Men","Triple Jump F11","Gold","VIEDMA Juan","ESP",NA,NA,"Athletics",1996,NA
"4632","Men","Triple Jump F11","Silver","HUANG Wentao","CHN",NA,NA,"Athletics",1996,NA
"4633","Men","Triple Jump F11","Bronze","HORBENKO Ihor","UKR",NA,NA,"Athletics",1996,NA
"4634","Men","Triple Jump F12","Gold","CABALLERO Enrique","CUB",NA,NA,"Athletics",1996,NA
"4635","Men","Triple Jump F12","Silver","FARTUNAU Ihar","BLR",NA,NA,"Athletics",1996,NA
"4636","Men","Triple Jump F12","Bronze","STRIEGEL Ulrich","GER",NA,NA,"Athletics",1996,NA
"4637","Men","Triple Jump F45-46","Gold","ZHAO Xueen","CHN",NA,NA,"Athletics",1996,NA
"4638","Men","Triple Jump F45-46","Silver","BOHL Florian","GER",NA,NA,"Athletics",1996,NA
"4639","Men","Triple Jump F45-46","Bronze","ALVAREZ Ruben","ESP",NA,NA,"Athletics",1996,NA
"4640","Men","Shot Put F10","Gold","FIDALGO Alfonso","ESP",NA,NA,"Athletics",1996,NA
"4641","Men","Shot Put F10","Silver","DENISSEVITCH N.","BLR",NA,NA,"Athletics",1996,NA
"4642","Men","Shot Put F10","Bronze","MARTINEZ Andres","ESP",NA,NA,"Athletics",1996,NA
"4643","Men","Shot Put F11","Gold","LISHCHYNSKYY Vasyl","UKR",NA,NA,"Athletics",1996,NA
"4644","Men","Shot Put F11","Silver","MAYR Karl","AUT",NA,NA,"Athletics",1996,NA
"4645","Men","Shot Put F11","Bronze","KHODAKOV Serguei","RUS",NA,NA,"Athletics",1996,NA
"4646","Men","Shot Put F12","Gold","SUN Haitao","CHN",NA,NA,"Athletics",1996,NA
"4647","Men","Shot Put F12","Silver","SHORT Russell","AUS",NA,NA,"Athletics",1996,NA
"4648","Men","Shot Put F12","Bronze","URBONAS Rolandas","LTU",NA,NA,"Athletics",1996,NA
"4649","Men","Shot Put F32-33","Gold","MACDONALD Hamish","AUS",NA,NA,"Athletics",1996,NA
"4650","Men","Shot Put F32-33","Silver","MUELLER Andreas","GER",NA,NA,"Athletics",1996,NA
"4651","Men","Shot Put F32-33","Bronze","WEST Daniel","GBR",NA,NA,"Athletics",1996,NA
"4652","Men","Shot Put F35","Gold","NOORDUIN Willem","NED",NA,NA,"Athletics",1996,NA
"4653","Men","Shot Put F35","Silver","HERMANS Alex","BEL",NA,NA,"Athletics",1996,NA
"4654","Men","Shot Put F35","Bronze","DUBIN Wolfgang","AUT",NA,NA,"Athletics",1996,NA
"4655","Men","Shot Put F36","Gold","VAN DER MERWE Gert","RSA",NA,NA,"Athletics",1996,NA
"4656","Men","Shot Put F36","Silver","IZLAKAR Franjo","SLO",NA,NA,"Athletics",1996,NA
"4657","Men","Shot Put F36","Bronze","CHURCHILL Kenneth","GBR",NA,NA,"Athletics",1996,NA
"4658","Men","Shot Put F34/37","Gold","SHAW James","CAN",NA,NA,"Athletics",1996,NA
"4659","Men","Shot Put F34/37","Silver","JANECEK Miroslav","CZE",NA,NA,"Athletics",1996,NA
"4660","Men","Shot Put F34/37","Bronze","KOLEK Roman","CZE",NA,NA,"Athletics",1996,NA
"4661","Men","Shot Put F41","Gold","ABD ELGAWAD Ahmed","EGY",NA,NA,"Athletics",1996,NA
"4662","Men","Shot Put F41","Silver","ELSAFI Ashraf","EGY",NA,NA,"Athletics",1996,NA
"4663","Men","Shot Put F41","Bronze","LEBRERO Juan","ESP",NA,NA,"Athletics",1996,NA
"4664","Men","Shot Put F42","Gold","DAUBRESSE Thierry","BEL",NA,NA,"Athletics",1996,NA
"4665","Men","Shot Put F42","Silver","ECKERT Detlef","GER",NA,NA,"Athletics",1996,NA
"4666","Men","Shot Put F42","Bronze","BEYER Horst","GER",NA,NA,"Athletics",1996,NA
"4667","Men","Shot Put F43-44","Gold","HALAGAHU Lutovico","FRA",NA,NA,"Athletics",1996,NA
"4668","Men","Shot Put F43-44","Silver","FRISCHMANN Joerg","GER",NA,NA,"Athletics",1996,NA
"4669","Men","Shot Put F43-44","Bronze","ISON Asa","USA",NA,NA,"Athletics",1996,NA
"4670","Men","Shot Put F46","Gold","DABROWSKI Jerzy","POL",NA,NA,"Athletics",1996,NA
"4671","Men","Shot Put F46","Silver","REBISZ Tomasz","POL",NA,NA,"Athletics",1996,NA
"4672","Men","Shot Put F46","Bronze","LIU Hongru","CHN",NA,NA,"Athletics",1996,NA
"4673","Men","Shot Put F51","Gold","MODABBER RAZ Ghader","IRI",NA,NA,"Athletics",1996,NA
"4674","Men","Shot Put F51","Silver","HEIR Douglas","USA",NA,NA,"Athletics",1996,NA
"4675","Men","Shot Put F51","Bronze","MERRILL Hal","CAN",NA,NA,"Athletics",1996,NA
"4676","Men","Shot Put F52","Gold","MARTIN Peter","NZL",NA,NA,"Athletics",1996,NA
"4677","Men","Shot Put F52","Silver","LIMA Josias","BRA",NA,NA,"Athletics",1996,NA
"4678","Men","Shot Put F52","Bronze","MAXIMO DE JESUS Mauro","MEX",NA,NA,"Athletics",1996,NA
"4679","Men","Shot Put F53","Gold","WALLRODT Bruce","AUS",NA,NA,"Athletics",1996,NA
"4680","Men","Shot Put F53","Silver","NOURAFSHAN Mokhtar","IRI",NA,NA,"Athletics",1996,NA
"4681","Men","Shot Put F53","Bronze","DEETS Jerry","USA",NA,NA,"Athletics",1996,NA
"4682","Men","Shot Put F54","Gold","ASTRADA Arnold","USA",NA,NA,"Athletics",1996,NA
"4683","Men","Shot Put F54","Silver","DUDLEY David","GBR",NA,NA,"Athletics",1996,NA
"4684","Men","Shot Put F54","Bronze","ANARGYORY Stefanos","GRE",NA,NA,"Athletics",1996,NA
"4685","Men","Shot Put F55","Gold","KOSTANTAGAS D.","GRE",NA,NA,"Athletics",1996,NA
"4686","Men","Shot Put F55","Silver","SADEGHIMEHRYAR Mohammad","IRI",NA,NA,"Athletics",1996,NA
"4687","Men","Shot Put F55","Bronze","GIDDY Terry","AUS",NA,NA,"Athletics",1996,NA
"4688","Men","Shot Put F56","Gold","LOUWRENS Michael","RSA",NA,NA,"Athletics",1996,NA
"4689","Men","Shot Put F56","Silver","HUMPHRIES Steyn","RSA",NA,NA,"Athletics",1996,NA
"4690","Men","Shot Put F56","Bronze","NALIN Maurizio","ITA",NA,NA,"Athletics",1996,NA
"4691","Men","Shot Put F57","Gold","LOMBAARD Stephanus","RSA",NA,NA,"Athletics",1996,NA
"4692","Men","Shot Put F57","Silver","ELBEHIRY Hany","EGY",NA,NA,"Athletics",1996,NA
"4693","Men","Shot Put F57","Bronze","EL KHATIB Shaaban","EGY",NA,NA,"Athletics",1996,NA
"4694","Men","Discus Throw F10","Gold","FIDALGO Alfonso","ESP",NA,NA,"Athletics",1996,NA
"4695","Men","Discus Throw F10","Silver","TURTELTAUBE Siegmund","GER",NA,NA,"Athletics",1996,NA
"4696","Men","Discus Throw F10","Bronze","DENISSEVITCH N.","BLR",NA,NA,"Athletics",1996,NA
"4697","Men","Discus Throw F11","Gold","KHODAKOV Serguei","RUS",NA,NA,"Athletics",1996,NA
"4698","Men","Discus Throw F11","Silver","LISHCHYNSKYY Vasyl","UKR",NA,NA,"Athletics",1996,NA
"4699","Men","Discus Throw F11","Bronze","SAKELAROV Gueorgui","BUL",NA,NA,"Athletics",1996,NA
"4700","Men","Discus Throw F12","Gold","SUN Haitao","CHN",NA,NA,"Athletics",1996,NA
"4701","Men","Discus Throw F12","Silver","SHORT Russell","AUS",NA,NA,"Athletics",1996,NA
"4702","Men","Discus Throw F12","Bronze","DELESALLE Jason","CAN",NA,NA,"Athletics",1996,NA
"4703","Men","Discus Throw F32-33","Gold","MUELLER Andreas","GER",NA,NA,"Athletics",1996,NA
"4704","Men","Discus Throw F32-33","Silver","DELAUNE Antoine","FRA",NA,NA,"Athletics",1996,NA
"4705","Men","Discus Throw F32-33","Bronze","EATON Stephen","AUS",NA,NA,"Athletics",1996,NA
"4706","Men","Discus Throw F35","Gold","BARGH Hossein","IRI",NA,NA,"Athletics",1996,NA
"4707","Men","Discus Throw F35","Silver","KUBALA Milan","CZE",NA,NA,"Athletics",1996,NA
"4708","Men","Discus Throw F35","Bronze","NOORDUIN Willem","NED",NA,NA,"Athletics",1996,NA
"4709","Men","Discus Throw F36","Gold","BURROUGHS Damien","AUS",NA,NA,"Athletics",1996,NA
"4710","Men","Discus Throw F36","Silver","DHIFALLAH Abdel Jabbar","TUN",NA,NA,"Athletics",1996,NA
"4711","Men","Discus Throw F36","Bronze","SANTOSH Anderson","BRA",NA,NA,"Athletics",1996,NA
"4712","Men","Discus Throw F34/37","Gold","SHAW James","CAN",NA,NA,"Athletics",1996,NA
"4713","Men","Discus Throw F34/37","Silver","JOHNSON Denton","USA",NA,NA,"Athletics",1996,NA
"4714","Men","Discus Throw F34/37","Bronze","WILLIAMS Paul","GBR",NA,NA,"Athletics",1996,NA
"4715","Men","Discus Throw F41","Gold","DAHY Ahmed","EGY",NA,NA,"Athletics",1996,NA
"4716","Men","Discus Throw F41","Silver","WOLF Nachman","ISR",NA,NA,"Athletics",1996,NA
"4717","Men","Discus Throw F41","Bronze","ABD ELGAWAD Ahmed","EGY",NA,NA,"Athletics",1996,NA
"4718","Men","Discus Throw F42","Gold","DE KEERSMAEKER Gino","BEL",NA,NA,"Athletics",1996,NA
"4719","Men","Discus Throw F42","Silver","BEYER Horst","GER",NA,NA,"Athletics",1996,NA
"4720","Men","Discus Throw F42","Bronze","EDEN John","AUS",NA,NA,"Athletics",1996,NA
"4721","Men","Discus Throw F43-44","Gold","BROWN Shawn","USA",NA,NA,"Athletics",1996,NA
"4722","Men","Discus Throw F43-44","Silver","LI Xiuqing","CHN",NA,NA,"Athletics",1996,NA
"4723","Men","Discus Throw F43-44","Bronze","KULLA Klaus","GER",NA,NA,"Athletics",1996,NA
"4724","Men","Discus Throw F46","Gold","DABROWSKI Jerzy","POL",NA,NA,"Athletics",1996,NA
"4725","Men","Discus Throw F46","Silver","REBISZ Tomasz","POL",NA,NA,"Athletics",1996,NA
"4726","Men","Discus Throw F46","Bronze","ABOU ELATA Ayman","EGY",NA,NA,"Athletics",1996,NA
"4727","Men","Discus Throw F51","Gold","MODABBER RAZ Ghader","IRI",NA,NA,"Athletics",1996,NA
"4728","Men","Discus Throw F51","Silver","BASCIONI Horacio","ARG",NA,NA,"Athletics",1996,NA
"4729","Men","Discus Throw F51","Bronze","HEIR Douglas","USA",NA,NA,"Athletics",1996,NA
"4730","Men","Discus Throw F52","Gold","LOREH JOKAR A.","IRI",NA,NA,"Athletics",1996,NA
"4731","Men","Discus Throw F52","Silver","GHARBAWI Imad","JOR",NA,NA,"Athletics",1996,NA
"4732","Men","Discus Throw F52","Bronze","DIAZ DE LEON Gabriel","USA",NA,NA,"Athletics",1996,NA
"4733","Men","Discus Throw F53","Gold","LABUSCHAGNE Leon","RSA",NA,NA,"Athletics",1996,NA
"4734","Men","Discus Throw F53","Silver","NOURAFSHAN Mokhtar","IRI",NA,NA,"Athletics",1996,NA
"4735","Men","Discus Throw F53","Bronze","MENDEZ Francisco Jesus","ESP",NA,NA,"Athletics",1996,NA
"4736","Men","Discus Throw F54","Gold","MARTIN Jacques","CAN",NA,NA,"Athletics",1996,NA
"4737","Men","Discus Throw F54","Silver","FENN Marc","USA",NA,NA,"Athletics",1996,NA
"4738","Men","Discus Throw F54","Bronze","O'GRADY Sean","IRL",NA,NA,"Athletics",1996,NA
"4739","Men","Discus Throw F55","Gold","HUMPHRIES Steyn","RSA",NA,NA,"Athletics",1996,NA
"4740","Men","Discus Throw F55","Silver","SADEGHIMEHRYAR Mohammad","IRI",NA,NA,"Athletics",1996,NA
"4741","Men","Discus Throw F55","Bronze","BAKER Kevan","GBR",NA,NA,"Athletics",1996,NA
"4742","Men","Discus Throw F56","Gold","HUGHES Larry","USA",NA,NA,"Athletics",1996,NA
"4743","Men","Discus Throw F56","Silver","NALIN Maurizio","ITA",NA,NA,"Athletics",1996,NA
"4744","Men","Discus Throw F56","Bronze","ABDEL LATIF H.","EGY",NA,NA,"Athletics",1996,NA
"4745","Men","Discus Throw F57","Gold","GAWAD Mohamed","EGY",NA,NA,"Athletics",1996,NA
"4746","Men","Discus Throw F57","Silver","ELBEHIRY Hany","EGY",NA,NA,"Athletics",1996,NA
"4747","Men","Discus Throw F57","Bronze","LOMBAARD Stephanus","RSA",NA,NA,"Athletics",1996,NA
"4748","Men","Javelin F10","Gold","OZAKI Mineho","JPN",NA,NA,"Athletics",1996,NA
"4749","Men","Javelin F10","Silver","GIRNIUS Vytautas","LTU",NA,NA,"Athletics",1996,NA
"4750","Men","Javelin F10","Bronze","RUFFALO Richard","USA",NA,NA,"Athletics",1996,NA
"4751","Men","Javelin F11","Gold","PYCH Miroslaw","POL",NA,NA,"Athletics",1996,NA
"4752","Men","Javelin F11","Silver","HEGEHOLZ Siegmund","GER",NA,NA,"Athletics",1996,NA
"4753","Men","Javelin F11","Bronze","WHITELEY Mark","GBR",NA,NA,"Athletics",1996,NA
"4754","Men","Javelin F12","Gold","SUN Haitao","CHN",NA,NA,"Athletics",1996,NA
"4755","Men","Javelin F12","Silver","GAGNE France","CAN",NA,NA,"Athletics",1996,NA
"4756","Men","Javelin F12","Bronze","VALIDIS Thomas","GER",NA,NA,"Athletics",1996,NA
"4757","Men","Javelin F35","Gold","AL-MUTAIRI Fahed","KUW",NA,NA,"Athletics",1996,NA
"4758","Men","Javelin F35","Silver","GARDNER Keith","GBR",NA,NA,"Athletics",1996,NA
"4759","Men","Javelin F35","Bronze","CHOI Yeon","KOR",NA,NA,"Athletics",1996,NA
"4760","Men","Javelin F36","Gold","CHURCHILL Kenneth","GBR",NA,NA,"Athletics",1996,NA
"4761","Men","Javelin F36","Silver","JONKER Jacobus","RSA",NA,NA,"Athletics",1996,NA
"4762","Men","Javelin F36","Bronze","JANSE VAN VUUREN Jaco","RSA",NA,NA,"Athletics",1996,NA
"4763","Men","Javelin F34/37","Gold","HARVEY Brian","AUS",NA,NA,"Athletics",1996,NA
"4764","Men","Javelin F34/37","Silver","WILLIAMS Paul","GBR",NA,NA,"Athletics",1996,NA
"4765","Men","Javelin F34/37","Bronze","SHAW James","CAN",NA,NA,"Athletics",1996,NA
"4766","Men","Javelin F41","Gold","MOORI Christopher","KEN",NA,NA,"Athletics",1996,NA
"4767","Men","Javelin F41","Silver","DAHY Ahmed","EGY",NA,NA,"Athletics",1996,NA
"4768","Men","Javelin F41","Bronze","ABD ELGAWAD Ahmed","EGY",NA,NA,"Athletics",1996,NA
"4769","Men","Javelin F42","Gold","PEREZ Guillermo","CUB",NA,NA,"Athletics",1996,NA
"4770","Men","Javelin F42","Silver","MATHIASEN Jakob","DEN",NA,NA,"Athletics",1996,NA
"4771","Men","Javelin F42","Bronze","SIMONAZZI Roberto","GER",NA,NA,"Athletics",1996,NA
"4772","Men","Javelin F43-44","Gold","HA Silao","CHN",NA,NA,"Athletics",1996,NA
"4773","Men","Javelin F43-44","Silver","HALAGAHU Lutovico","FRA",NA,NA,"Athletics",1996,NA
"4774","Men","Javelin F43-44","Bronze","MIMBERG Dirk","GER",NA,NA,"Athletics",1996,NA
"4775","Men","Javelin F46","Gold","SCHIEDEK Joerg","GER",NA,NA,"Athletics",1996,NA
"4776","Men","Javelin F46","Silver","TUIPOLOTO Patita","FRA",NA,NA,"Athletics",1996,NA
"4777","Men","Javelin F46","Bronze","REBISZ Tomasz","POL",NA,NA,"Athletics",1996,NA
"4778","Men","Javelin F51","Gold","MODABBER RAZ Ghader","IRI",NA,NA,"Athletics",1996,NA
"4779","Men","Javelin F51","Silver","MACCALMAN David","NZL",NA,NA,"Athletics",1996,NA
"4780","Men","Javelin F51","Bronze","HEIR Douglas","USA",NA,NA,"Athletics",1996,NA
"4781","Men","Javelin F52","Gold","PAZ VELAQUEZ Adrian","MEX",NA,NA,"Athletics",1996,NA
"4782","Men","Javelin F52","Silver","MARTIN Peter","NZL",NA,NA,"Athletics",1996,NA
"4783","Men","Javelin F52","Bronze","LOREH JOKAR A.","IRI",NA,NA,"Athletics",1996,NA
"4784","Men","Javelin F53","Gold","NOURAFSHAN Mokhtar","IRI",NA,NA,"Athletics",1996,NA
"4785","Men","Javelin F53","Silver","SAUNAVAARA Rauno","FIN",NA,NA,"Athletics",1996,NA
"4786","Men","Javelin F53","Bronze","WALLRODT Bruce","AUS",NA,NA,"Athletics",1996,NA
"4787","Men","Javelin F54","Gold","SALEVA Mikael","FIN",NA,NA,"Athletics",1996,NA
"4788","Men","Javelin F54","Silver","MARTIN Jacques","CAN",NA,NA,"Athletics",1996,NA
"4789","Men","Javelin F54","Bronze","ROSKAR Janez","SLO",NA,NA,"Athletics",1996,NA
"4790","Men","Javelin F55","Gold","DANKO Stefan","CZE",NA,NA,"Athletics",1996,NA
"4791","Men","Javelin F55","Silver","BALK Robert","USA",NA,NA,"Athletics",1996,NA
"4792","Men","Javelin F55","Bronze","ALOTAIBI Mashala","KUW",NA,NA,"Athletics",1996,NA
"4793","Men","Javelin F56","Gold","MIRZAEI JABERI Mohammad Reza","IRI",NA,NA,"Athletics",1996,NA
"4794","Men","Javelin F56","Silver","POHLMANN Rostislav","CZE",NA,NA,"Athletics",1996,NA
"4795","Men","Javelin F56","Bronze","HUMPHRIES Steyn","RSA",NA,NA,"Athletics",1996,NA
"4796","Men","Javelin F57","Gold","LOMBAARD Stephanus","RSA",NA,NA,"Athletics",1996,NA
"4797","Men","Javelin F57","Silver","MOHAMED Aly","KUW",NA,NA,"Athletics",1996,NA
"4798","Men","Javelin F57","Bronze","HASSAN Mohamed","EGY",NA,NA,"Athletics",1996,NA
"4799","Men","Club Throw F50","Gold","MILLER Stephen","GBR",NA,NA,"Athletics",1996,NA
"4800","Men","Club Throw F50","Silver","RICHARDSON James","GBR",NA,NA,"Athletics",1996,NA
"4801","Men","Club Throw F50","Bronze","LITTLE Aaron","USA",NA,NA,"Athletics",1996,NA
"4802","Men","Pentathlon P10","Gold","SEVOSTIANOV Sergey","RUS",NA,NA,"Athletics",1996,NA
"4803","Men","Pentathlon P10","Silver","HAUCKE Rayk","GER",NA,NA,"Athletics",1996,NA
"4804","Men","Pentathlon P10","Bronze","JOUKOVSKI Victor","BLR",NA,NA,"Athletics",1996,NA
"4805","Men","Pentathlon P11","Gold","PYCH Miroslaw","POL",NA,NA,"Athletics",1996,NA
"4806","Men","Pentathlon P11","Silver","BOZZOLO Stephane","FRA",NA,NA,"Athletics",1996,NA
"4807","Men","Pentathlon P11","Bronze","GODRI Frantisek","SVK",NA,NA,"Athletics",1996,NA
"4808","Men","Pentathlon P12","Gold","DELESALLE Jason","CAN",NA,NA,"Athletics",1996,NA
"4809","Men","Pentathlon P12","Silver","VAN RAEFELGHEM Kurt","BEL",NA,NA,"Athletics",1996,NA
"4810","Men","Pentathlon P12","Bronze","FARTUNAU Ihar","BLR",NA,NA,"Athletics",1996,NA
"4811","Men","Pentathlon P42","Gold","BEYER Horst","GER",NA,NA,"Athletics",1996,NA
"4812","Men","Pentathlon P42","Silver","MCGREGOR Kerrod","AUS",NA,NA,"Athletics",1996,NA
"4813","Men","Pentathlon P42","Bronze","MATHIASEN Jakob","DEN",NA,NA,"Athletics",1996,NA
"4814","Men","Pentathlon P44","Gold","KOLLY Urs","SUI",NA,NA,"Athletics",1996,NA
"4815","Men","Pentathlon P44","Silver","BOURGEOIS Thomas","USA",NA,NA,"Athletics",1996,NA
"4816","Men","Pentathlon P44","Bronze","COLLIER Douglas","USA",NA,NA,"Athletics",1996,NA
"4817","Men","Pentathlon P53-57","Gold","NALIN Maurizio","ITA",NA,NA,"Athletics",1996,NA
"4818","Men","Pentathlon P53-57","Silver","BALK Robert","USA",NA,NA,"Athletics",1996,NA
"4819","Men","Pentathlon P53-57","Bronze","DEETS Jerry","USA",NA,NA,"Athletics",1996,NA
"4820","Women","100 m T10","Gold","SANTAMARTA Purificacion","ESP",NA,NA,"Athletics",1996,NA
"4821","Women","100 m T10","Silver","SANTOS Adria Rocha","BRA",NA,NA,"Athletics",1996,NA
"4822","Women","100 m T10","Bronze","DIAZ Raquel","ESP",NA,NA,"Athletics",1996,NA
"4823","Women","100 m T11","Gold","MENDOZA Beatriz","ESP",NA,NA,"Athletics",1996,NA
"4824","Women","100 m T11","Silver","BRUNOTTE Claire","GER",NA,NA,"Athletics",1996,NA
"4825","Women","100 m T11","Bronze","ALVES Maria Jose","BRA",NA,NA,"Athletics",1996,NA
"4826","Women","100 m T32-33","Gold","ARAI Noriko","JPN",NA,NA,"Athletics",1996,NA
"4827","Women","100 m T32-33","Silver","MASTANDREA Linda","USA",NA,NA,"Athletics",1996,NA
"4828","Women","100 m T32-33","Bronze","O'NEIL Sheila","USA",NA,NA,"Athletics",1996,NA
"4829","Women","100 m T34-35","Gold","INNES Caroline","GBR",NA,NA,"Athletics",1996,NA
"4830","Women","100 m T34-35","Silver","ALVAREZ Maria","ESP",NA,NA,"Athletics",1996,NA
"4831","Women","100 m T34-35","Bronze","TEUBNER Cornelia","GER",NA,NA,"Athletics",1996,NA
"4832","Women","100 m T36-37","Gold","WEBB Katrina","AUS",NA,NA,"Athletics",1996,NA
"4833","Women","100 m T36-37","Silver","FOERDER Isabelle","GER",NA,NA,"Athletics",1996,NA
"4834","Women","100 m T36-37","Bronze","QUINN Alison","AUS",NA,NA,"Athletics",1996,NA
"4835","Women","100 m T42-46","Gold","OJASTU Annely","EST",NA,NA,"Athletics",1996,NA
"4836","Women","100 m T42-46","Silver","SACHSE Jessica","GER",NA,NA,"Athletics",1996,NA
"4837","Women","100 m T42-46","Bronze","WINTERS Amy","AUS",NA,NA,"Athletics",1996,NA
"4838","Women","100 m T52","Gold","SHANNON Leann","USA",NA,NA,"Athletics",1996,NA
"4839","Women","100 m T52","Silver","GREY Tanni","GBR",NA,NA,"Athletics",1996,NA
"4840","Women","100 m T52","Bronze","BOURGONJE Colette","CAN",NA,NA,"Athletics",1996,NA
"4841","Women","100 m T53","Gold","PETITCLERC Chantal","CAN",NA,NA,"Athletics",1996,NA
"4842","Women","100 m T53","Silver","BECERRA Cheri","USA",NA,NA,"Athletics",1996,NA
"4843","Women","100 m T53","Bronze","JARVIS Nicola","GBR",NA,NA,"Athletics",1996,NA
"4844","Women","200 m T10","Gold","SANTAMARTA Purificacion","ESP",NA,NA,"Athletics",1996,NA
"4845","Women","200 m T10","Silver","SANTOS Adria Rocha","BRA",NA,NA,"Athletics",1996,NA
"4846","Women","200 m T10","Bronze","LIGORIO Maria","ITA",NA,NA,"Athletics",1996,NA
"4847","Women","200 m T11","Gold","MENDOZA Beatriz","ESP",NA,NA,"Athletics",1996,NA
"4848","Women","200 m T11","Silver","BRUNOTTE Claire","GER",NA,NA,"Athletics",1996,NA
"4849","Women","200 m T11","Bronze","ALVES Maria Jose","BRA",NA,NA,"Athletics",1996,NA
"4850","Women","200 m T32-33","Gold","MASTANDREA Linda","USA",NA,NA,"Athletics",1996,NA
